PrescriptionID,PetID,VetID,Diagnosis,Dosage,DateIssued,MedicationID
PR22149,P04248,V1015,Internal Injury,3 times a day for 14 days,2024-03-28,M10018
PR22150,P00259,V1031,Mild Infection,1 times a day for 8 days,2024-01-26,M10004
PR22151,P07607,V1006,Fungal Infection,2 times a day for 3 days,2025-01-18,M10004
PR22152,P01923,V1014,Nutritional Deficiency,2 times a day for 14 days,2025-01-08,M10000
PR22153,P07228,V1022,Allergic Dermatitis,1 times a day for 9 days,2024-04-18,M10000
PR22154,P06692,V1006,Nutritional Deficiency,2 times a day for 13 days,2024-07-23,M10000
PR22155,P08217,V1015,Fracture,1 times a day for 8 days,2024-07-01,M10078
PR22156,P00831,V1032,Severe Infection,1 times a day for 8 days,2024-09-30,M10002
PR22157,P06046,V1011,Severe Infection,1 times a day for 10 days,2024-11-25,M10002
PR22158,P07302,V1024,Fracture,2 times a day for 10 days,2024-12-22,M10067
PR22159,P05090,V1032,Nutritional Deficiency,1 times a day for 4 days,2024-09-29,M10000
PR22160,P08110,V1033,Nutritional Deficiency,1 times a day for 4 days,2024-01-07,M10000
PR22161,P00276,V1035,Severe Gingivitis,2 times a day for 8 days,2025-02-02,M10004
PR22162,P01103,V1036,Fracture,3 times a day for 10 days,2024-07-29,M10056
PR22163,P03779,V1037,Mild Infection,1 times a day for 9 days,2024-03-01,M10004
PR22164,P07688,V1025,Nutritional Deficiency,3 times a day for 12 days,2024-08-24,M10000
PR22165,P02634,V1014,Allergic Dermatitis,2 times a day for 13 days,2024-04-12,M10000
PR22166,P06228,V1026,Internal Injury,2 times a day for 14 days,2024-05-13,M10078
PR22167,P01790,V1016,Internal Injury,1 times a day for 11 days,2024-12-13,M10070
PR22168,P01332,V1013,Severe Infection,1 times a day for 6 days,2024-08-23,M10002
PR22169,P05729,V1034,Mild Infection,1 times a day for 7 days,2025-02-13,M10004
PR22170,P05389,V1031,Mild Infection,2 times a day for 4 days,2024-10-26,M10004
PR22171,P09172,V1022,Nutritional Deficiency,1 times a day for 9 days,2025-01-22,M10000
PR22172,P09474,V1005,Dental Abscess,2 times a day for 5 days,2024-03-20,M10083
PR22173,P06656,V1041,Allergic Dermatitis,3 times a day for 3 days,2024-10-27,M10000
PR22174,P05804,V1028,Mild Infection,1 times a day for 10 days,2024-05-28,M10004
PR22175,P06296,V1039,Parasitic Infestation,3 times a day for 4 days,2025-02-18,M10002
PR22176,P04714,V1045,Nutritional Deficiency,2 times a day for 13 days,2024-11-07,M10000
PR22177,P03356,V1024,Internal Injury,2 times a day for 12 days,2024-01-02,M10070
PR22178,P04770,V1014,Mild Infection,2 times a day for 3 days,2024-10-31,M10004
PR22179,P06768,V1006,Parasitic Infestation,2 times a day for 9 days,2024-12-26,M10002
PR22180,P03395,V1023,Parasitic Infestation,1 times a day for 10 days,2024-07-19,M10002
PR22181,P01948,V1031,Nutritional Deficiency,2 times a day for 3 days,2024-02-27,M10000
PR22182,P00923,V1031,Mild Infection,2 times a day for 12 days,2024-01-17,M10004
PR22183,P05115,V1045,Parasitic Infestation,1 times a day for 9 days,2024-07-27,M10002
PR22184,P02584,V1039,Allergic Dermatitis,3 times a day for 8 days,2024-01-22,M10000
PR22185,P09706,V1002,Nutritional Deficiency,1 times a day for 13 days,2024-06-16,M10000
PR22186,P02366,V1035,Severe Gingivitis,2 times a day for 11 days,2024-10-19,M10004
PR22187,P05911,V1031,Parasitic Infestation,1 times a day for 10 days,2024-02-04,M10002
PR22188,P04757,V1016,Fracture,2 times a day for 11 days,2024-12-01,M10077
PR22189,P08638,V1014,Allergic Dermatitis,3 times a day for 4 days,2025-01-03,M10000
PR22190,P08233,V1002,Fracture,2 times a day for 3 days,2024-03-22,M10058
PR22191,P08124,V1042,Tooth Decay,2 times a day for 11 days,2024-12-14,M10082
PR22192,P00199,V1021,Fungal Infection,1 times a day for 12 days,2024-05-15,M10004
PR22193,P04873,V1013,Internal Injury,3 times a day for 14 days,2024-06-19,M10020
PR22194,P02561,V1026,Fracture,2 times a day for 3 days,2024-02-29,M10053
PR22195,P02541,V1018,Nutritional Deficiency,3 times a day for 12 days,2024-11-12,M10000
PR22196,P03453,V1047,Nutritional Deficiency,2 times a day for 10 days,2025-01-19,M10000
PR22197,P08457,V1023,Fungal Infection,2 times a day for 8 days,2024-12-05,M10004
PR22198,P08163,V1031,Allergic Dermatitis,1 times a day for 3 days,2024-02-27,M10000
PR22199,P05082,V1006,Fungal Infection,3 times a day for 11 days,2024-09-12,M10004
PR22200,P02106,V1047,Mild Infection,1 times a day for 8 days,2024-11-11,M10004
PR22201,P03653,V1047,Dental Abscess,1 times a day for 9 days,2024-05-13,M10053
PR22202,P08881,V1042,Mild Infection,1 times a day for 10 days,2024-04-12,M10004
PR22203,P01939,V1026,Nutritional Deficiency,2 times a day for 9 days,2025-01-15,M10000
PR22204,P00739,V1032,Mild Infection,2 times a day for 10 days,2024-06-07,M10004
PR22205,P06737,V1022,Allergic Dermatitis,2 times a day for 7 days,2024-11-05,M10000
PR22206,P00452,V1026,Nutritional Deficiency,3 times a day for 12 days,2024-01-16,M10000
PR22207,P07741,V1007,Severe Infection,1 times a day for 8 days,2024-01-08,M10002
PR22208,P08197,V1044,Severe Infection,2 times a day for 14 days,2024-07-29,M10002
PR22209,P01868,V1026,Fracture,3 times a day for 4 days,2024-12-18,M10056
PR22210,P09211,V1017,Mild Infection,3 times a day for 6 days,2024-08-02,M10004
PR22211,P04705,V1026,Severe Infection,1 times a day for 6 days,2024-12-21,M10002
PR22212,P00398,V1046,Internal Injury,3 times a day for 12 days,2024-12-06,M10032
PR22213,P03278,V1036,Mild Infection,2 times a day for 9 days,2024-03-23,M10004
PR22214,P02845,V1025,Mild Infection,2 times a day for 8 days,2024-01-28,M10004
PR22215,P05333,V1006,Fungal Infection,3 times a day for 14 days,2024-10-17,M10004
PR22216,P03223,V1016,Fracture,3 times a day for 5 days,2024-10-29,M10070
PR22217,P00873,V1027,Mild Infection,1 times a day for 3 days,2024-02-02,M10004
PR22218,P08615,V1022,Fungal Infection,1 times a day for 4 days,2024-01-06,M10004
PR22219,P03839,V1035,Nutritional Deficiency,1 times a day for 13 days,2024-06-07,M10000
PR22220,P00992,V1042,Severe Gingivitis,3 times a day for 13 days,2024-10-17,M10004
PR22221,P01508,V1037,Mild Infection,3 times a day for 10 days,2024-01-27,M10004
PR22222,P02350,V1048,Internal Injury,3 times a day for 14 days,2024-02-13,M10032
PR22223,P04736,V1029,Mild Infection,2 times a day for 8 days,2024-01-29,M10004
PR22224,P04176,V1045,Fungal Infection,3 times a day for 9 days,2025-01-14,M10004
PR22225,P06876,V1001,Allergic Dermatitis,3 times a day for 9 days,2025-01-04,M10000
PR22226,P04758,V1028,Fracture,3 times a day for 13 days,2024-09-07,M10026
PR22227,P03301,V1028,Internal Injury,3 times a day for 8 days,2024-01-27,M10015
PR22228,P02350,V1004,Severe Gingivitis,3 times a day for 12 days,2024-12-18,M10004
PR22229,P05996,V1034,Tooth Decay,1 times a day for 6 days,2024-06-10,M10035
PR22230,P01549,V1028,Severe Infection,3 times a day for 5 days,2024-03-04,M10002
PR22231,P09928,V1004,Severe Gingivitis,2 times a day for 11 days,2024-06-26,M10004
PR22232,P09361,V1004,Mild Infection,1 times a day for 14 days,2024-07-18,M10004
PR22233,P00440,V1023,Parasitic Infestation,2 times a day for 5 days,2024-07-02,M10002
PR22234,P03684,V1000,Mild Infection,3 times a day for 12 days,2024-06-20,M10004
PR22235,P09395,V1038,Tooth Decay,1 times a day for 7 days,2024-10-07,M10004
PR22236,P02307,V1015,Fracture,2 times a day for 14 days,2025-01-23,M10067
PR22237,P05184,V1047,Dental Abscess,1 times a day for 12 days,2024-09-22,M10020
PR22238,P04726,V1011,Severe Infection,3 times a day for 8 days,2024-07-20,M10002
PR22239,P03359,V1031,Parasitic Infestation,1 times a day for 9 days,2024-07-10,M10002
PR22240,P09480,V1041,Fungal Infection,3 times a day for 8 days,2024-04-21,M10004
PR22241,P04737,V1021,Fungal Infection,1 times a day for 10 days,2025-02-18,M10004
PR22242,P02793,V1006,Mild Infection,3 times a day for 9 days,2024-02-05,M10004
PR22243,P03722,V1015,Severe Infection,2 times a day for 12 days,2024-07-26,M10002
PR22244,P03584,V1032,Internal Injury,1 times a day for 5 days,2024-05-24,M10058
PR22245,P06456,V1044,Severe Infection,3 times a day for 11 days,2024-03-19,M10002
PR22246,P06997,V1045,Fungal Infection,1 times a day for 9 days,2024-11-23,M10004
PR22247,P08109,V1005,Tooth Decay,3 times a day for 12 days,2024-05-15,M10066
PR22248,P01033,V1020,Fracture,1 times a day for 6 days,2024-07-14,M10002
PR22249,P06680,V1020,Internal Injury,1 times a day for 6 days,2024-08-11,M10070
PR22250,P06074,V1010,Nutritional Deficiency,2 times a day for 12 days,2024-07-02,M10000
PR22251,P03380,V1010,Fracture,2 times a day for 10 days,2024-11-12,M10082
PR22252,P08545,V1022,Parasitic Infestation,3 times a day for 13 days,2024-08-16,M10002
PR22253,P04843,V1008,Fracture,1 times a day for 11 days,2024-10-12,M10082
PR22254,P06730,V1036,Nutritional Deficiency,2 times a day for 9 days,2025-01-03,M10000
PR22255,P06790,V1045,Nutritional Deficiency,3 times a day for 8 days,2024-11-29,M10000
PR22256,P07738,V1026,Nutritional Deficiency,1 times a day for 6 days,2024-10-14,M10000
PR22257,P00465,V1005,Mild Infection,1 times a day for 5 days,2024-02-17,M10004
PR22258,P06192,V1036,Fracture,3 times a day for 7 days,2024-10-24,M10020
PR22259,P09241,V1029,Nutritional Deficiency,3 times a day for 4 days,2024-03-01,M10000
PR22260,P01048,V1018,Fracture,2 times a day for 10 days,2024-05-14,M10035
PR22261,P08537,V1031,Allergic Dermatitis,3 times a day for 11 days,2024-08-09,M10000
PR22262,P04886,V1012,Mild Infection,3 times a day for 8 days,2024-09-01,M10004
PR22263,P05120,V1012,Mild Infection,3 times a day for 6 days,2024-03-11,M10004
PR22264,P03536,V1039,Allergic Dermatitis,3 times a day for 7 days,2024-12-05,M10000
PR22265,P01391,V1000,Mild Infection,1 times a day for 4 days,2024-11-15,M10004
PR22266,P05932,V1036,Mild Infection,2 times a day for 8 days,2024-01-06,M10004
PR22267,P00474,V1021,Nutritional Deficiency,3 times a day for 3 days,2025-01-04,M10000
PR22268,P05060,V1008,Nutritional Deficiency,3 times a day for 14 days,2024-10-03,M10000
PR22269,P01992,V1041,Fungal Infection,1 times a day for 12 days,2024-02-06,M10004
PR22270,P04314,V1017,Parasitic Infestation,2 times a day for 12 days,2024-08-05,M10002
PR22271,P04296,V1014,Allergic Dermatitis,1 times a day for 3 days,2024-02-29,M10000
PR22272,P08776,V1006,Parasitic Infestation,3 times a day for 9 days,2024-10-04,M10002
PR22273,P06075,V1027,Fungal Infection,2 times a day for 7 days,2025-01-07,M10004
PR22274,P01937,V1011,Fracture,3 times a day for 13 days,2025-01-27,M10035
PR22275,P03887,V1031,Parasitic Infestation,2 times a day for 11 days,2024-02-23,M10002
PR22276,P06577,V1015,Internal Injury,1 times a day for 12 days,2024-12-30,M10002
PR22277,P09643,V1008,Nutritional Deficiency,1 times a day for 12 days,2025-01-14,M10000
PR22278,P02851,V1012,Internal Injury,3 times a day for 7 days,2024-11-29,M10048
PR22279,P08327,V1014,Fungal Infection,3 times a day for 5 days,2024-09-27,M10004
PR22280,P05151,V1029,Internal Injury,1 times a day for 9 days,2024-02-25,M10067
PR22281,P05147,V1036,Mild Infection,1 times a day for 12 days,2024-12-29,M10004
PR22282,P03491,V1034,Nutritional Deficiency,3 times a day for 3 days,2024-10-02,M10000
PR22283,P08795,V1039,Nutritional Deficiency,3 times a day for 10 days,2025-02-10,M10000
PR22284,P03525,V1013,Severe Infection,1 times a day for 11 days,2025-01-28,M10002
PR22285,P07588,V1036,Severe Infection,2 times a day for 14 days,2024-07-25,M10002
PR22286,P04521,V1014,Nutritional Deficiency,3 times a day for 8 days,2024-05-07,M10000
PR22287,P03439,V1011,Severe Infection,3 times a day for 12 days,2024-12-05,M10002
PR22288,P01008,V1047,Tooth Decay,2 times a day for 3 days,2024-06-17,M10026
PR22289,P03629,V1035,Tooth Decay,2 times a day for 4 days,2024-08-15,M10058
PR22290,P04032,V1045,Nutritional Deficiency,1 times a day for 5 days,2024-10-24,M10000
PR22291,P08512,V1031,Allergic Dermatitis,2 times a day for 14 days,2024-07-24,M10000
PR22292,P07100,V1048,Fracture,3 times a day for 13 days,2024-02-29,M10032
PR22293,P07569,V1008,Severe Infection,1 times a day for 3 days,2024-04-19,M10002
PR22294,P00594,V1005,Tooth Decay,1 times a day for 13 days,2025-01-07,M10026
PR22295,P09993,V1000,Fracture,1 times a day for 8 days,2024-12-09,M10070
PR22296,P04219,V1000,Nutritional Deficiency,2 times a day for 12 days,2025-02-21,M10000
PR22297,P07056,V1021,Nutritional Deficiency,1 times a day for 5 days,2025-02-21,M10000
PR22298,P04983,V1002,Internal Injury,2 times a day for 6 days,2025-02-10,M10020
PR22299,P07339,V1026,Fracture,3 times a day for 10 days,2024-05-11,M10018
PR22300,P08363,V1047,Severe Gingivitis,1 times a day for 5 days,2024-09-25,M10004
PR22301,P04917,V1012,Nutritional Deficiency,1 times a day for 11 days,2024-05-13,M10000
PR22302,P03297,V1013,Severe Infection,3 times a day for 3 days,2024-10-14,M10002
PR22303,P07284,V1046,Internal Injury,2 times a day for 6 days,2024-05-19,M10048
PR22304,P07856,V1031,Allergic Dermatitis,2 times a day for 3 days,2025-01-21,M10000
PR22305,P03781,V1004,Severe Gingivitis,1 times a day for 9 days,2024-04-20,M10004
PR22306,P06608,V1008,Fracture,1 times a day for 13 days,2025-02-14,M10032
PR22307,P01732,V1017,Allergic Dermatitis,3 times a day for 3 days,2024-01-10,M10000
PR22308,P01526,V1001,Mild Infection,3 times a day for 12 days,2024-07-25,M10004
PR22309,P04066,V1049,Internal Injury,2 times a day for 12 days,2024-10-08,M10083
PR22310,P06346,V1036,Mild Infection,1 times a day for 4 days,2024-10-30,M10004
PR22311,P00658,V1009,Fracture,2 times a day for 5 days,2024-10-18,M10046
PR22312,P03662,V1008,Severe Infection,1 times a day for 9 days,2024-04-30,M10002
PR22313,P04450,V1017,Nutritional Deficiency,3 times a day for 11 days,2024-06-30,M10000
PR22314,P07609,V1032,Fracture,3 times a day for 6 days,2025-02-13,M10066
PR22315,P05902,V1029,Severe Infection,3 times a day for 4 days,2025-01-20,M10002
PR22316,P05601,V1035,Tooth Decay,2 times a day for 7 days,2024-02-26,M10058
PR22317,P07318,V1023,Fungal Infection,2 times a day for 5 days,2025-01-14,M10004
PR22318,P04613,V1038,Severe Gingivitis,1 times a day for 9 days,2024-09-09,M10004
PR22319,P09780,V1039,Parasitic Infestation,3 times a day for 9 days,2024-10-01,M10002
PR22320,P04923,V1011,Internal Injury,1 times a day for 13 days,2024-01-07,M10038
PR22321,P05105,V1013,Internal Injury,1 times a day for 8 days,2024-04-27,M10048
PR22322,P00123,V1015,Internal Injury,2 times a day for 8 days,2024-12-30,M10038
PR22323,P01426,V1009,Internal Injury,3 times a day for 9 days,2024-10-31,M10000
PR22324,P04997,V1005,Mild Infection,3 times a day for 10 days,2024-01-23,M10004
PR22325,P01909,V1027,Allergic Dermatitis,1 times a day for 13 days,2024-08-13,M10000
PR22326,P05545,V1026,Nutritional Deficiency,1 times a day for 6 days,2024-09-09,M10000
PR22327,P09770,V1009,Internal Injury,2 times a day for 12 days,2025-01-15,M10026
PR22328,P08938,V1001,Allergic Dermatitis,2 times a day for 10 days,2025-01-17,M10000
PR22329,P05997,V1048,Internal Injury,2 times a day for 14 days,2024-12-31,M10018
PR22330,P05862,V1046,Internal Injury,3 times a day for 12 days,2024-05-19,M10067
PR22331,P09104,V1017,Allergic Dermatitis,2 times a day for 7 days,2024-09-24,M10000
PR22332,P05411,V1002,Internal Injury,2 times a day for 9 days,2025-01-14,M10085
PR22333,P01197,V1021,Nutritional Deficiency,3 times a day for 14 days,2024-04-18,M10000
PR22334,P03177,V1016,Internal Injury,1 times a day for 3 days,2024-08-05,M10026
PR22335,P08227,V1038,Mild Infection,3 times a day for 10 days,2024-10-08,M10004
PR22336,P06165,V1031,Nutritional Deficiency,3 times a day for 5 days,2024-05-28,M10000
PR22337,P03320,V1028,Internal Injury,1 times a day for 12 days,2024-01-28,M10070
PR22338,P02850,V1029,Internal Injury,2 times a day for 7 days,2024-09-07,M10014
PR22339,P07724,V1008,Internal Injury,2 times a day for 14 days,2024-01-15,M10056
PR22340,P03789,V1015,Internal Injury,1 times a day for 6 days,2024-08-30,M10064
PR22341,P00485,V1000,Mild Infection,1 times a day for 9 days,2025-02-14,M10004
PR22342,P07711,V1009,Internal Injury,2 times a day for 8 days,2024-12-11,M10070
PR22343,P01265,V1018,Severe Infection,2 times a day for 9 days,2024-12-05,M10002
PR22344,P01643,V1043,Tooth Decay,2 times a day for 4 days,2024-07-30,M10014
PR22345,P03675,V1006,Mild Infection,3 times a day for 6 days,2024-07-22,M10004
PR22346,P04942,V1034,Severe Gingivitis,1 times a day for 10 days,2024-03-02,M10004
PR22347,P04588,V1022,Fungal Infection,2 times a day for 3 days,2024-12-07,M10004
PR22348,P06022,V1038,Mild Infection,2 times a day for 6 days,2024-08-13,M10004
PR22349,P02092,V1034,Tooth Decay,3 times a day for 6 days,2024-06-15,M10078
PR22350,P00576,V1007,Nutritional Deficiency,2 times a day for 4 days,2024-06-13,M10000
PR22351,P04546,V1000,Fracture,1 times a day for 13 days,2024-05-14,M10048
PR22352,P09511,V1009,Severe Infection,2 times a day for 12 days,2024-10-12,M10002
PR22353,P03899,V1004,Severe Gingivitis,2 times a day for 13 days,2024-05-29,M10004
PR22354,P02554,V1002,Internal Injury,1 times a day for 11 days,2024-06-25,M10020
PR22355,P05179,V1010,Internal Injury,2 times a day for 10 days,2024-05-24,M10077
PR22356,P09232,V1036,Internal Injury,2 times a day for 3 days,2025-01-03,M10038
PR22357,P03887,V1045,Parasitic Infestation,2 times a day for 13 days,2024-10-29,M10002
PR22358,P06548,V1001,Allergic Dermatitis,2 times a day for 9 days,2024-07-13,M10000
PR22359,P09480,V1024,Severe Infection,3 times a day for 5 days,2025-01-20,M10002
PR22360,P07127,V1040,Nutritional Deficiency,3 times a day for 4 days,2024-08-27,M10000
PR22361,P08238,V1005,Nutritional Deficiency,1 times a day for 5 days,2024-03-19,M10000
PR22362,P01053,V1042,Severe Gingivitis,2 times a day for 5 days,2024-01-04,M10004
PR22363,P05811,V1044,Severe Infection,2 times a day for 6 days,2024-06-16,M10002
PR22364,P04515,V1049,Severe Infection,2 times a day for 12 days,2024-01-05,M10002
PR22365,P03274,V1020,Severe Infection,3 times a day for 5 days,2025-01-08,M10002
PR22366,P00509,V1014,Nutritional Deficiency,3 times a day for 6 days,2024-10-13,M10000
PR22367,P02589,V1011,Nutritional Deficiency,3 times a day for 3 days,2024-05-09,M10000
PR22368,P09994,V1023,Parasitic Infestation,3 times a day for 6 days,2024-12-06,M10002
PR22369,P05127,V1010,Fracture,3 times a day for 12 days,2024-12-31,M10064
PR22370,P03492,V1042,Nutritional Deficiency,2 times a day for 11 days,2024-04-30,M10000
PR22371,P01273,V1006,Parasitic Infestation,2 times a day for 11 days,2024-03-03,M10002
PR22372,P01973,V1048,Fracture,3 times a day for 13 days,2024-11-09,M10020
PR22373,P08964,V1002,Nutritional Deficiency,2 times a day for 12 days,2024-11-29,M10000
PR22374,P09581,V1037,Mild Infection,2 times a day for 4 days,2024-02-16,M10004
PR22375,P02429,V1021,Nutritional Deficiency,3 times a day for 8 days,2024-06-21,M10000
PR22376,P06165,V1007,Internal Injury,3 times a day for 3 days,2024-02-12,M10082
PR22377,P01111,V1008,Internal Injury,3 times a day for 14 days,2025-02-05,M10078
PR22378,P00753,V1012,Nutritional Deficiency,2 times a day for 5 days,2024-07-17,M10000
PR22379,P03227,V1043,Severe Gingivitis,2 times a day for 6 days,2025-02-02,M10004
PR22380,P08202,V1013,Fracture,3 times a day for 8 days,2025-02-07,M10064
PR22381,P09125,V1016,Internal Injury,2 times a day for 6 days,2024-03-12,M10085
PR22382,P03582,V1010,Fracture,3 times a day for 9 days,2025-01-09,M10078
PR22383,P08689,V1012,Internal Injury,3 times a day for 14 days,2024-04-28,M10064
PR22384,P03980,V1023,Nutritional Deficiency,2 times a day for 6 days,2024-02-04,M10000
PR22385,P06191,V1006,Nutritional Deficiency,3 times a day for 9 days,2024-10-27,M10000
PR22386,P06881,V1024,Severe Infection,1 times a day for 4 days,2024-02-29,M10002
PR22387,P03744,V1005,Mild Infection,3 times a day for 13 days,2024-07-20,M10004
PR22388,P05898,V1027,Mild Infection,3 times a day for 6 days,2024-08-07,M10004
PR22389,P00330,V1031,Parasitic Infestation,1 times a day for 12 days,2024-11-18,M10002
PR22390,P05314,V1031,Allergic Dermatitis,3 times a day for 8 days,2024-09-09,M10000
PR22391,P02359,V1023,Nutritional Deficiency,1 times a day for 3 days,2024-12-04,M10000
PR22392,P01810,V1024,Fracture,3 times a day for 8 days,2024-03-09,M10083
PR22393,P01494,V1018,Severe Infection,3 times a day for 13 days,2024-01-25,M10002
PR22394,P05924,V1033,Dental Abscess,3 times a day for 14 days,2025-01-26,M10053
PR22395,P01527,V1032,Internal Injury,3 times a day for 11 days,2024-01-29,M10064
PR22396,P02463,V1017,Fungal Infection,2 times a day for 6 days,2024-05-15,M10004
PR22397,P08948,V1004,Tooth Decay,3 times a day for 7 days,2024-05-14,M10018
PR22398,P06175,V1047,Mild Infection,1 times a day for 4 days,2024-02-26,M10004
PR22399,P07705,V1020,Internal Injury,1 times a day for 13 days,2024-10-22,M10064
PR22400,P05047,V1018,Mild Infection,2 times a day for 3 days,2024-01-05,M10004
PR22401,P07874,V1019,Internal Injury,1 times a day for 4 days,2024-04-06,M10018
PR22402,P09688,V1017,Allergic Dermatitis,2 times a day for 7 days,2024-04-22,M10000
PR22403,P03126,V1040,Mild Infection,3 times a day for 12 days,2024-04-09,M10004
PR22404,P04350,V1001,Parasitic Infestation,3 times a day for 5 days,2024-03-09,M10002
PR22405,P07200,V1032,Fracture,1 times a day for 4 days,2024-01-04,M10038
PR22406,P08631,V1017,Nutritional Deficiency,3 times a day for 13 days,2024-08-23,M10000
PR22407,P01841,V1034,Nutritional Deficiency,2 times a day for 8 days,2024-08-11,M10000
PR22408,P05782,V1027,Fungal Infection,2 times a day for 5 days,2025-02-23,M10004
PR22409,P07059,V1011,Nutritional Deficiency,3 times a day for 9 days,2025-01-09,M10000
PR22410,P01480,V1039,Allergic Dermatitis,1 times a day for 12 days,2024-11-25,M10000
PR22411,P01249,V1035,Dental Abscess,3 times a day for 7 days,2024-08-04,M10000
PR22412,P06071,V1012,Mild Infection,3 times a day for 5 days,2025-01-10,M10004
PR22413,P02526,V1038,Mild Infection,1 times a day for 11 days,2024-12-15,M10004
PR22414,P01773,V1005,Severe Gingivitis,3 times a day for 4 days,2024-08-20,M10004
PR22415,P06320,V1040,Severe Infection,2 times a day for 11 days,2024-10-07,M10002
PR22416,P00387,V1032,Internal Injury,3 times a day for 8 days,2025-01-21,M10038
PR22417,P05717,V1048,Severe Infection,3 times a day for 13 days,2024-05-18,M10002
PR22418,P02328,V1032,Nutritional Deficiency,1 times a day for 5 days,2024-09-09,M10000
PR22419,P00078,V1025,Nutritional Deficiency,3 times a day for 9 days,2024-07-31,M10000
PR22420,P01437,V1025,Severe Infection,3 times a day for 12 days,2024-07-08,M10002
PR22421,P02262,V1025,Fracture,1 times a day for 3 days,2024-01-21,M10058
PR22422,P03923,V1016,Severe Infection,1 times a day for 5 days,2024-07-31,M10002
PR22423,P00382,V1026,Fracture,1 times a day for 6 days,2025-01-11,M10078
PR22424,P00862,V1049,Severe Infection,1 times a day for 8 days,2024-01-27,M10002
PR22425,P02284,V1021,Nutritional Deficiency,3 times a day for 4 days,2025-01-29,M10000
PR22426,P00013,V1014,Allergic Dermatitis,3 times a day for 9 days,2024-11-23,M10000
PR22427,P03489,V1017,Parasitic Infestation,2 times a day for 12 days,2025-01-18,M10002
PR22428,P02085,V1006,Nutritional Deficiency,3 times a day for 5 days,2024-01-05,M10000
PR22429,P08949,V1015,Severe Infection,2 times a day for 12 days,2024-09-25,M10002
PR22430,P07891,V1034,Mild Infection,3 times a day for 7 days,2024-05-03,M10004
PR22431,P05474,V1011,Fracture,2 times a day for 10 days,2024-03-12,M10015
PR22432,P04800,V1044,Nutritional Deficiency,1 times a day for 5 days,2025-02-24,M10000
PR22433,P08952,V1019,Internal Injury,2 times a day for 13 days,2024-01-16,M10004
PR22434,P05325,V1049,Fracture,3 times a day for 9 days,2024-04-09,M10077
PR22435,P02267,V1013,Fracture,2 times a day for 3 days,2024-08-29,M10085
PR22436,P04594,V1006,Fungal Infection,3 times a day for 5 days,2024-07-31,M10004
PR22437,P09121,V1028,Nutritional Deficiency,2 times a day for 11 days,2024-12-25,M10000
PR22438,P09609,V1006,Mild Infection,2 times a day for 11 days,2024-08-26,M10004
PR22439,P08249,V1034,Nutritional Deficiency,1 times a day for 4 days,2024-04-11,M10000
PR22440,P01517,V1001,Allergic Dermatitis,1 times a day for 5 days,2024-08-20,M10000
PR22441,P01258,V1027,Mild Infection,3 times a day for 7 days,2024-12-04,M10004
PR22442,P01294,V1037,Nutritional Deficiency,3 times a day for 7 days,2025-02-14,M10000
PR22443,P08906,V1021,Parasitic Infestation,1 times a day for 9 days,2024-01-16,M10002
PR22444,P03105,V1041,Fungal Infection,3 times a day for 14 days,2024-08-23,M10004
PR22445,P03432,V1001,Allergic Dermatitis,3 times a day for 7 days,2024-03-28,M10000
PR22446,P03453,V1004,Tooth Decay,1 times a day for 7 days,2024-12-23,M10083
PR22447,P06953,V1037,Allergic Dermatitis,3 times a day for 9 days,2024-11-24,M10000
PR22448,P09373,V1007,Nutritional Deficiency,1 times a day for 4 days,2024-03-13,M10000
PR22449,P04905,V1037,Nutritional Deficiency,2 times a day for 10 days,2024-04-04,M10000
PR22450,P09316,V1039,Allergic Dermatitis,1 times a day for 3 days,2024-07-28,M10000
PR22451,P07678,V1039,Allergic Dermatitis,3 times a day for 14 days,2024-05-19,M10000
PR22452,P01822,V1044,Fracture,3 times a day for 9 days,2024-08-18,M10066
PR22453,P06441,V1037,Nutritional Deficiency,1 times a day for 11 days,2024-11-03,M10000
PR22454,P08041,V1017,Nutritional Deficiency,2 times a day for 3 days,2024-08-22,M10000
PR22455,P04884,V1027,Allergic Dermatitis,3 times a day for 4 days,2024-10-30,M10000
PR22456,P03963,V1013,Internal Injury,3 times a day for 11 days,2024-11-30,M10078
PR22457,P02112,V1005,Tooth Decay,2 times a day for 5 days,2024-12-26,M10066
PR22458,P08847,V1029,Fracture,3 times a day for 8 days,2024-11-27,M10070
PR22459,P03556,V1021,Nutritional Deficiency,3 times a day for 12 days,2024-01-07,M10000
PR22460,P08234,V1035,Severe Gingivitis,1 times a day for 4 days,2024-06-28,M10004
PR22461,P00974,V1022,Mild Infection,1 times a day for 9 days,2024-11-25,M10004
PR22462,P03200,V1002,Mild Infection,3 times a day for 11 days,2024-09-26,M10004
PR22463,P00419,V1008,Mild Infection,1 times a day for 13 days,2025-01-31,M10004
PR22464,P02469,V1008,Mild Infection,3 times a day for 3 days,2024-08-09,M10004
PR22465,P08684,V1041,Fungal Infection,2 times a day for 7 days,2024-02-28,M10004
PR22466,P07766,V1047,Severe Gingivitis,2 times a day for 11 days,2024-11-30,M10004
PR22467,P02750,V1008,Nutritional Deficiency,2 times a day for 8 days,2024-03-22,M10000
PR22468,P06604,V1016,Internal Injury,3 times a day for 7 days,2024-05-12,M10064
PR22469,P09568,V1009,Fracture,3 times a day for 12 days,2024-03-28,M10004
PR22470,P03368,V1008,Mild Infection,2 times a day for 14 days,2024-01-21,M10004
