BillID,AppointmentID,Total_amt,Payment_Date,Payment_Status
B12326,A15902,378,5/16/2024,Completed
B12327,A15903,328,,Pending
B12328,A15907,475,,Pending
B12329,A15908,346,,Pending
B12330,A15912,68,10/5/2024,Completed
B12331,A15919,162,,Pending
B12332,A15920,202,2/21/2025,Completed
B12333,A15921,96,,Pending
B12334,A15925,279,7/30/2024,Completed
B12335,A15929,149,6/29/2024,Completed
B12336,A15932,436,9/27/2024,Completed
B12337,A15937,101,,Pending
B12338,A15944,346,5/30/2024,Completed
B12339,A15946,378,2/4/2025,Completed
B12340,A15947,181,,Pending
B12341,A15949,108,,Pending
B12342,A15952,288,2/4/2024,Completed
B12343,A15954,294,3/29/2024,Completed
B12344,A15956,269,,Pending
B12345,A15957,291,7/31/2024,Completed
B12346,A15960,153,,Pending
B12347,A15968,251,,Pending
B12348,A15970,197,4/24/2024,Completed
B12349,A15974,498,8/12/2024,Completed
B12350,A15978,177,,Pending
B12351,A15995,326,1/15/2025,Completed
B12352,A15996,390,,Pending
B12353,A16001,375,,Pending
B12354,A16002,129,5/10/2024,Completed
B12355,A16003,489,,Pending
B12356,A16004,273,12/30/2024,Completed
B12357,A16006,267,1/19/2024,Completed
B12358,A16007,155,8/8/2024,Completed
B12359,A16009,88,,Pending
B12360,A16010,339,,Pending
B12361,A16011,372,,Pending
B12362,A16012,435,,Pending
B12363,A16014,217,9/1/2024,Completed
B12364,A16016,207,,Pending
B12365,A16017,356,,Pending
B12366,A16018,428,3/2/2024,Completed
B12367,A16020,440,2/18/2025,Completed
B12368,A16022,325,1/26/2024,Completed
B12369,A16024,348,7/26/2024,Completed
B12370,A16027,428,,Pending
B12371,A16029,143,11/12/2024,Completed
B12372,A16032,355,2/11/2024,Completed
B12373,A16033,332,,Pending
B12374,A16035,431,4/6/2024,Completed
B12375,A16037,137,1/1/2024,Completed
B12376,A16042,131,5/14/2024,Completed
B12377,A16044,410,,Pending
B12378,A16045,428,,Pending
B12379,A16046,390,7/9/2024,Completed
B12380,A16051,473,4/5/2024,Completed
B12381,A16055,159,,Pending
B12382,A16056,66,9/7/2024,Completed
B12383,A16059,237,4/1/2024,Completed
B12384,A16063,324,7/26/2024,Completed
B12385,A16064,437,,Pending
B12386,A16065,442,,Pending
B12387,A16067,187,1/7/2024,Completed
B12388,A16070,178,,Pending
B12389,A16071,201,4/9/2024,Completed
B12390,A16072,54,12/4/2024,Completed
B12391,A16076,309,,Pending
B12392,A16079,155,9/26/2024,Completed
B12393,A16080,176,,Pending
B12394,A16081,348,4/17/2024,Completed
B12395,A16083,357,1/9/2025,Completed
B12396,A16088,118,8/18/2024,Completed
B12397,A16089,57,,Pending
B12398,A16090,340,,Pending
B12399,A16092,183,9/27/2024,Completed
B12400,A16095,169,1/25/2024,Completed
B12401,A16097,104,,Pending
B12402,A16098,301,6/26/2024,Completed
B12403,A16099,112,,Pending
B12404,A16101,116,,Pending
B12405,A16103,117,1/20/2024,Completed
B12406,A16104,206,4/17/2024,Completed
B12407,A16105,172,,Pending
B12408,A16106,357,11/22/2024,Completed
B12409,A16107,140,,Pending
B12410,A16108,420,5/17/2024,Completed
B12411,A16109,457,,Pending
B12412,A16113,194,,Pending
B12413,A16114,93,,Pending
B12414,A16116,175,4/1/2024,Completed
B12415,A16117,111,,Pending
B12416,A16119,195,,Pending
B12417,A16121,478,,Pending
B12418,A16122,340,7/16/2024,Completed
B12419,A16123,360,5/13/2024,Completed
B12420,A16124,462,5/16/2024,Completed
B12421,A16125,140,2/20/2025,Completed
B12422,A16128,311,,Pending
B12423,A16129,229,3/5/2024,Completed
B12424,A16130,243,5/3/2024,Completed
B12425,A16131,424,,Pending
B12426,A16133,485,2/28/2025,Completed
B12427,A16134,52,,Pending
B12428,A16137,58,,Pending
B12429,A16138,286,,Pending
B12430,A16139,276,3/29/2024,Completed
B12431,A16140,448,4/25/2024,Completed
B12432,A16141,189,,Pending
B12433,A16142,218,,Pending
B12434,A16143,204,12/12/2024,Completed
B12435,A16144,342,,Pending
B12436,A16148,111,,Pending
B12437,A16151,489,,Pending
B12438,A16152,187,5/15/2024,Completed
B12439,A16154,171,10/15/2024,Completed
B12440,A16155,179,,Pending
B12441,A16159,498,,Pending
B12442,A16161,423,4/26/2024,Completed
B12443,A16163,402,5/11/2024,Completed
B12444,A16166,474,,Pending
B12445,A16168,464,2/18/2024,Completed
B12446,A16173,147,,Pending
B12447,A16175,439,1/26/2024,Completed
B12448,A16176,157,1/27/2025,Completed
B12449,A16178,76,,Pending
B12450,A16179,421,,Pending
B12451,A16184,417,,Pending
B12452,A16185,493,1/4/2024,Completed
B12453,A16186,103,,Pending
B12454,A16188,481,10/8/2024,Completed
B12455,A16189,75,,Pending
B12456,A16191,86,,Pending
B12457,A16193,311,,Pending
B12458,A16194,272,,Pending
B12459,A16195,452,,Pending
B12460,A16196,115,,Pending
B12461,A16197,500,,Pending
B12462,A16205,181,,Pending
B12463,A16206,452,,Pending
B12464,A16207,244,2/18/2025,Completed
B12465,A16208,474,2/5/2025,Completed
B12466,A16212,162,,Pending
B12467,A16216,166,,Pending
B12468,A16217,347,10/29/2024,Completed
B12469,A16223,98,11/9/2024,Completed
B12470,A16225,63,2/13/2025,Completed
B12471,A16230,297,,Pending
B12472,A16231,384,,Pending
B12473,A16233,356,1/1/2024,Completed
B12474,A16234,206,2/27/2025,Completed
B12475,A16235,393,,Pending
B12476,A16236,246,,Pending
B12477,A16237,206,,Pending
B12478,A16242,133,,Pending
B12479,A16243,390,,Pending
B12480,A16247,400,2/13/2025,Completed
B12481,A16251,263,,Pending
B12482,A16254,252,3/20/2024,Completed
B12483,A16255,417,9/26/2024,Completed
B12484,A16257,190,6/26/2024,Completed
B12485,A16258,172,4/6/2024,Completed
B12486,A16262,339,,Pending
B12487,A16266,98,,Pending
B12488,A16269,425,,Pending
B12489,A16271,295,,Pending
B12490,A16272,235,,Pending
B12491,A16274,444,10/6/2024,Completed
B12492,A16275,51,,Pending
B12493,A16276,384,,Pending
B12494,A16278,495,,Pending
B12495,A16279,105,5/13/2024,Completed
B12496,A16282,371,3/14/2024,Completed
B12497,A16283,286,,Pending
B12498,A16285,178,8/8/2024,Completed
B12499,A16289,269,,Pending
B12500,A16290,457,1/20/2025,Completed
B12501,A16292,355,,Pending
B12502,A16293,429,,Pending
B12503,A16295,112,,Pending
B12504,A16296,453,,Pending
B12505,A16301,303,1/17/2024,Completed
B12506,A16303,413,10/27/2024,Completed
B12507,A16305,180,1/11/2025,Completed
B12508,A16306,254,3/7/2024,Completed
B12509,A16307,499,,Pending
B12510,A16313,368,,Pending
B12511,A16315,317,4/30/2024,Completed
B12512,A16316,57,11/11/2024,Completed
B12513,A16318,473,9/16/2024,Completed
B12514,A16319,84,,Pending
B12515,A16320,92,3/17/2024,Completed
B12516,A16323,463,6/8/2024,Completed
B12517,A16324,136,3/4/2024,Completed
B12518,A16327,257,,Pending
B12519,A16329,309,,Pending
B12520,A16330,351,,Pending
B12521,A16331,77,6/21/2024,Completed
B12522,A16332,274,,Pending
B12523,A16334,277,,Pending
B12524,A16335,206,,Pending
B12525,A16336,478,11/25/2024,Completed
B12526,A16337,298,8/29/2024,Completed
B12527,A16338,249,2/21/2025,Completed
B12528,A16339,214,,Pending
B12529,A16343,434,,Pending
B12530,A16348,330,9/13/2024,Completed
B12531,A16349,208,12/13/2024,Completed
B12532,A16351,253,4/29/2024,Completed
B12533,A16352,126,1/24/2025,Completed
B12534,A16353,79,1/5/2024,Completed
B12535,A16356,401,9/8/2024,Completed
B12536,A16358,476,9/21/2024,Completed
B12537,A16363,317,,Pending
B12538,A16365,423,,Pending
B12539,A16368,467,,Pending
B12540,A16369,423,3/12/2024,Completed
B12541,A16371,304,,Pending
B12542,A16372,187,,Pending
B12543,A16376,444,5/1/2024,Completed
B12544,A16378,388,,Pending
B12545,A16379,305,8/10/2024,Completed
B12546,A16380,397,4/3/2024,Completed
B12547,A16384,57,,Pending
B12548,A16385,149,,Pending
B12549,A16387,86,,Pending
B12550,A16388,294,1/3/2025,Completed
B12551,A16389,407,1/30/2024,Completed
B12552,A16392,411,7/7/2024,Completed
B12553,A16393,366,,Pending
B12554,A16394,333,,Pending
B12555,A16395,384,3/21/2024,Completed
B12556,A16396,449,,Pending
B12557,A16398,176,3/29/2024,Completed
B12558,A16400,225,,Pending
B12559,A16402,194,,Pending
B12560,A16403,116,,Pending
B12561,A16408,256,1/24/2024,Completed
B12562,A16413,298,,Pending
B12563,A16418,372,3/20/2024,Completed
B12564,A16422,115,,Pending
B12565,A16424,366,,Pending
B12566,A16430,375,,Pending
B12567,A16431,372,,Pending
B12568,A16433,288,,Pending
B12569,A16435,243,,Pending
B12570,A16436,258,,Pending
B12571,A16437,133,11/28/2024,Completed
B12572,A16438,157,,Pending
B12573,A16439,404,,Pending
B12574,A16443,351,,Pending
B12575,A16444,54,,Pending
B12576,A16445,373,3/9/2024,Completed
B12577,A16448,421,1/23/2025,Completed
B12578,A16449,460,1/1/2025,Completed
B12579,A16452,500,8/17/2024,Completed
B12580,A16455,425,,Pending
B12581,A16456,400,,Pending
B12582,A16463,193,8/24/2024,Completed
B12583,A16464,52,7/12/2024,Completed
B12584,A16467,301,,Pending
B12585,A16468,235,,Pending
B12586,A16469,383,6/27/2024,Completed
B12587,A16470,375,3/9/2024,Completed
B12588,A16472,92,8/27/2024,Completed
B12589,A16474,440,3/8/2024,Completed
B12590,A16475,122,10/25/2024,Completed
B12591,A16477,368,,Pending
B12592,A16478,368,,Pending
B12593,A16479,182,6/22/2024,Completed
B12594,A16481,216,8/12/2024,Completed
B12595,A16482,188,,Pending
B12596,A16483,388,9/7/2024,Completed
B12597,A16484,198,5/28/2024,Completed
B12598,A16487,355,,Pending
B12599,A16490,478,,Pending
B12600,A16491,479,12/24/2024,Completed
B12601,A16495,293,,Pending
B12602,A16498,500,3/5/2024,Completed
B12603,A16506,433,,Pending
B12604,A16507,306,,Pending
B12605,A16508,471,,Pending
B12606,A16511,113,,Pending
B12607,A16516,196,10/17/2024,Completed
B12608,A16520,451,,Pending
B12609,A16521,180,,Pending
B12610,A16525,178,12/31/2024,Completed
B12611,A16526,362,5/16/2024,Completed
B12612,A16528,74,,Pending
B12613,A16531,182,11/3/2024,Completed
B12614,A16532,137,,Pending
B12615,A16536,239,,Pending
B12616,A16542,197,,Pending
B12617,A16544,180,,Pending
B12618,A16545,358,2/22/2025,Completed
B12619,A16553,166,,Pending
B12620,A16554,352,,Pending
B12621,A16556,134,11/15/2024,Completed
B12622,A16557,64,1/14/2024,Completed
B12623,A16559,301,10/30/2024,Completed
B12624,A16566,326,10/26/2024,Completed
B12625,A16567,176,,Pending
B12626,A16568,346,,Pending
B12627,A16569,240,,Pending
B12628,A16575,250,2/20/2024,Completed
B12629,A16577,315,,Pending
B12630,A16578,232,,Pending
B12631,A16579,402,,Pending
B12632,A16585,182,10/1/2024,Completed
B12633,A16587,221,4/11/2024,Completed
B12634,A16588,154,1/6/2025,Completed
B12635,A16589,288,8/27/2024,Completed
B12636,A16590,108,,Pending
B12637,A16594,424,,Pending
B12638,A16595,215,10/18/2024,Completed
B12639,A16596,258,3/14/2024,Completed
B12640,A16597,269,,Pending
B12641,A16598,287,,Pending
B12642,A16599,290,,Pending
B12643,A16600,265,2/25/2025,Completed
B12644,A16601,324,,Pending
B12645,A16602,104,,Pending
B12646,A16604,337,12/9/2024,Completed
B12647,A16608,325,4/18/2024,Completed
B12648,A16611,240,1/22/2024,Completed
B12649,A16618,473,6/24/2024,Completed
B12650,A16619,322,,Pending
B12651,A16625,411,,Pending
B12652,A16626,378,,Pending
B12653,A16633,162,3/31/2024,Completed
B12654,A16635,185,7/25/2024,Completed
B12655,A16636,416,12/10/2024,Completed
B12656,A16637,279,11/30/2024,Completed
B12657,A16638,446,11/20/2024,Completed
B12658,A16642,464,,Pending
B12659,A16643,148,11/11/2024,Completed
B12660,A16647,266,1/25/2024,Completed
B12661,A16648,338,3/25/2024,Completed
B12662,A16652,169,,Pending
B12663,A16653,319,12/31/2024,Completed
B12664,A16656,298,8/21/2024,Completed
B12665,A16657,99,,Pending
B12666,A16658,94,3/31/2024,Completed
B12667,A16660,188,,Pending
B12668,A16662,360,4/27/2024,Completed
B12669,A16663,330,,Pending
B12670,A16667,211,11/14/2024,Completed
B12671,A16668,155,,Pending
B12672,A16671,429,,Pending
B12673,A16672,304,,Pending
B12674,A16674,272,8/3/2024,Completed
B12675,A16676,237,8/29/2024,Completed
B12676,A16679,371,8/18/2024,Completed
B12677,A16680,178,,Pending
B12678,A16688,225,12/5/2024,Completed
B12679,A16690,431,10/30/2024,Completed
B12680,A16691,51,10/19/2024,Completed
B12681,A16693,101,6/26/2024,Completed
B12682,A16695,138,3/16/2024,Completed
B12683,A16696,418,7/9/2024,Completed
B12684,A16701,384,,Pending
B12685,A16704,296,1/10/2025,Completed
B12686,A16708,317,5/29/2024,Completed
B12687,A16715,99,7/16/2024,Completed
B12688,A16718,180,9/14/2024,Completed
B12689,A16719,251,1/18/2025,Completed
B12690,A16722,131,,Pending
B12691,A16724,54,3/13/2024,Completed
B12692,A16732,133,9/3/2024,Completed
B12693,A16734,498,,Pending
B12694,A16736,457,,Pending
B12695,A16737,325,7/5/2024,Completed
B12696,A16739,126,11/2/2024,Completed
B12697,A16741,434,3/10/2024,Completed
B12698,A16743,345,2/21/2025,Completed
B12699,A16746,304,,Pending
B12700,A16748,272,,Pending
B12701,A16750,126,,Pending
B12702,A16756,445,,Pending
B12703,A16759,482,1/15/2025,Completed
B12704,A16762,128,2/7/2024,Completed
B12705,A16764,156,1/9/2025,Completed
B12706,A16765,72,5/5/2024,Completed
B12707,A16770,192,5/21/2024,Completed
B12708,A16772,380,2/20/2025,Completed
B12709,A16773,262,4/17/2024,Completed
B12710,A16774,472,,Pending
B12711,A16775,91,8/16/2024,Completed
B12712,A16776,109,,Pending
B12713,A16779,444,,Pending
B12714,A16780,473,,Pending
B12715,A16781,450,,Pending
B12716,A16785,124,6/9/2024,Completed
B12717,A16787,229,,Pending
B12718,A16791,469,6/28/2024,Completed
B12719,A16792,368,,Pending
B12720,A16795,106,8/30/2024,Completed
B12721,A16796,347,1/1/2024,Completed
B12722,A16798,489,3/20/2024,Completed
B12723,A16799,411,,Pending
B12724,A16801,145,,Pending
B12725,A16802,204,,Pending
B12726,A16806,297,,Pending
B12727,A16807,156,,Pending
B12728,A16808,278,,Pending
B12729,A16810,172,,Pending
B12730,A16812,267,,Pending
B12731,A16814,153,,Pending
B12732,A16815,328,8/7/2024,Completed
B12733,A16816,477,5/7/2024,Completed
B12734,A16818,447,,Pending
B12735,A16822,197,,Pending
B12736,A16823,229,,Pending
B12737,A16830,75,10/8/2024,Completed
B12738,A16833,119,,Pending
B12739,A16837,155,,Pending
B12740,A16840,226,,Pending
B12741,A16841,145,,Pending
B12742,A16845,122,,Pending
B12743,A16846,369,,Pending
B12744,A16853,270,8/29/2024,Completed
B12745,A16854,444,,Pending
B12746,A16857,499,,Pending
B12747,A16858,422,,Pending
B12748,A16860,131,,Pending
B12749,A16861,491,,Pending
B12750,A16862,200,3/14/2024,Completed
B12751,A16863,336,,Pending
B12752,A16869,119,2/2/2024,Completed
B12753,A16871,155,2/28/2024,Completed
B12754,A16872,77,5/12/2024,Completed
B12755,A16873,376,,Pending
B12756,A16876,400,,Pending
B12757,A16877,377,,Pending
B12758,A16879,492,2/22/2024,Completed
B12759,A16881,79,,Pending
B12760,A16888,410,2/3/2024,Completed
B12761,A16889,321,,Pending
B12762,A16893,454,10/4/2024,Completed
B12763,A16896,65,4/8/2024,Completed
B12764,A16900,70,,Pending
B12765,A16901,223,,Pending
B12766,A16905,423,2/1/2025,Completed
B12767,A16906,400,1/23/2024,Completed
B12768,A16918,366,,Pending
B12769,A16919,474,12/18/2024,Completed
B12770,A16920,246,3/13/2024,Completed
B12771,A16927,189,6/10/2024,Completed
B12772,A16928,452,,Pending
B12773,A16936,465,12/23/2024,Completed
B12774,A16937,276,,Pending
B12775,A16940,323,12/11/2024,Completed
B12776,A16941,283,1/15/2025,Completed
B12777,A16942,272,,Pending
B12778,A16945,363,4/23/2024,Completed
B12779,A16946,94,4/9/2024,Completed
B12780,A16947,293,6/22/2024,Completed
B12781,A16951,178,,Pending
B12782,A16957,59,,Pending
B12783,A16958,293,,Pending
B12784,A16964,123,,Pending
B12785,A16966,154,,Pending
B12786,A16968,269,,Pending
B12787,A16969,111,,Pending
B12788,A16977,390,8/21/2024,Completed
B12789,A16978,342,,Pending
B12790,A16982,112,,Pending
B12791,A16991,399,10/22/2024,Completed
B12792,A16992,59,2/11/2024,Completed
B12793,A16993,119,6/8/2024,Completed
B12794,A16994,115,4/9/2024,Completed
B12795,A16995,477,1/29/2025,Completed
B12796,A16997,344,,Pending
B12797,A16998,459,8/10/2024,Completed
B12798,A17000,95,,Pending
B12799,A17001,274,4/15/2024,Completed
B12800,A17005,228,,Pending
B12801,A17006,230,,Pending
B12802,A17007,256,,Pending
B12803,A17011,418,8/18/2024,Completed
B12804,A17017,299,5/29/2024,Completed
B12805,A17018,266,,Pending
B12806,A17021,473,,Pending
B12807,A17022,325,2/26/2024,Completed
B12808,A17024,339,,Pending
B12809,A17027,128,,Pending
B12810,A17030,356,9/11/2024,Completed
B12811,A17031,394,,Pending
B12812,A17036,381,2/22/2024,Completed
B12813,A17038,269,,Pending
B12814,A17039,413,,Pending
B12815,A17041,336,,Pending
B12816,A17042,210,3/15/2024,Completed
B12817,A17044,487,3/26/2024,Completed
B12818,A17045,355,12/31/2024,Completed
B12819,A17049,152,,Pending
B12820,A17052,441,,Pending
B12821,A17053,124,11/1/2024,Completed
B12822,A17054,255,,Pending
B12823,A17055,60,,Pending
B12824,A17057,395,12/13/2024,Completed
B12825,A17060,216,,Pending
B12826,A17062,252,11/18/2024,Completed
B12827,A17063,461,11/3/2024,Completed
B12828,A17067,320,5/25/2024,Completed
B12829,A17068,150,,Pending
B12830,A17070,452,11/12/2024,Completed
B12831,A17071,333,9/26/2024,Completed
B12832,A17073,392,,Pending
B12833,A17074,490,7/11/2024,Completed
B12834,A17075,409,6/4/2024,Completed
B12835,A17076,86,2/25/2024,Completed
B12836,A17078,425,,Pending
B12837,A17079,490,2/16/2024,Completed
B12838,A17082,497,,Pending
B12839,A17085,359,7/26/2024,Completed
B12840,A17086,190,6/29/2024,Completed
B12841,A17087,330,,Pending
B12842,A17088,348,12/10/2024,Completed
B12843,A17089,114,,Pending
B12844,A17090,351,,Pending
B12845,A17091,342,,Pending
B12846,A17095,348,,Pending
B12847,A17096,375,8/30/2024,Completed
B12848,A17101,56,,Pending
B12849,A17105,266,10/6/2024,Completed
B12850,A17110,140,1/21/2025,Completed
B12851,A17111,219,,Pending
B12852,A17113,61,1/2/2024,Completed
B12853,A17119,137,,Pending
B12854,A17120,286,8/17/2024,Completed
B12855,A17122,71,10/1/2024,Completed
B12856,A17123,473,12/15/2024,Completed
B12857,A17124,327,3/10/2024,Completed
B12858,A17126,235,2/9/2024,Completed
B12859,A17128,107,5/12/2024,Completed
B12860,A17130,99,,Pending
B12861,A17133,273,7/8/2024,Completed
B12862,A17134,401,10/29/2024,Completed
B12863,A17135,61,2/25/2024,Completed
B12864,A17137,283,,Pending
B12865,A17138,126,,Pending
B12866,A17139,143,,Pending
B12867,A17140,179,,Pending
B12868,A17142,451,,Pending
B12869,A17143,235,5/17/2024,Completed
B12870,A17151,332,,Pending
B12871,A17153,430,10/22/2024,Completed
B12872,A17155,484,,Pending
B12873,A17158,215,5/2/2024,Completed
B12874,A17159,203,9/26/2024,Completed
B12875,A17161,362,8/22/2024,Completed
B12876,A17165,459,,Pending
B12877,A17166,204,5/3/2024,Completed
B12878,A17167,431,,Pending
B12879,A17168,431,,Pending
B12880,A17174,486,12/18/2024,Completed
B12881,A17177,394,,Pending
B12882,A17178,397,,Pending
B12883,A17179,65,12/21/2024,Completed
B12884,A17182,99,1/13/2024,Completed
B12885,A17185,340,10/2/2024,Completed
B12886,A17189,405,3/18/2024,Completed
B12887,A17190,71,10/17/2024,Completed
B12888,A17199,109,3/14/2024,Completed
B12889,A17200,468,,Pending
B12890,A17203,263,5/31/2024,Completed
B12891,A17206,463,,Pending
B12892,A17207,228,,Pending
B12893,A17208,302,8/24/2024,Completed
B12894,A17210,50,,Pending
B12895,A17212,189,,Pending
B12896,A17216,89,4/26/2024,Completed
B12897,A17218,268,,Pending
B12898,A17221,148,,Pending
B12899,A17222,304,7/28/2024,Completed
B12900,A17224,294,5/12/2024,Completed
B12901,A17228,445,,Pending
B12902,A17235,70,,Pending
B12903,A17236,124,,Pending
B12904,A17237,293,6/29/2024,Completed
B12905,A17240,153,12/14/2024,Completed
B12906,A17241,73,4/6/2024,Completed
B12907,A17242,281,,Pending
B12908,A17243,314,,Pending
B12909,A17246,488,,Pending
B12910,A17247,130,1/20/2025,Completed
B12911,A17250,119,,Pending
B12912,A17251,385,,Pending
B12913,A17252,222,1/30/2024,Completed
B12914,A17253,107,3/1/2024,Completed
B12915,A17254,113,7/19/2024,Completed
B12916,A17266,56,5/16/2024,Completed
B12917,A17268,341,,Pending
B12918,A17273,268,,Pending
B12919,A17275,147,2/7/2025,Completed
B12920,A17278,122,,Pending
B12921,A17279,460,2/21/2025,Completed
B12922,A17281,372,,Pending
B12923,A17285,219,11/8/2024,Completed
B12924,A17286,415,,Pending
B12925,A17288,101,5/22/2024,Completed
B12926,A17290,183,,Pending
B12927,A17292,101,,Pending
B12928,A17293,67,1/1/2025,Completed
B12929,A17294,248,,Pending
B12930,A17295,434,,Pending
B12931,A17296,338,,Pending
B12932,A17297,365,8/4/2024,Completed
B12933,A17298,391,2/25/2024,Completed
B12934,A17307,233,,Pending
B12935,A17308,279,1/20/2025,Completed
B12936,A17311,230,,Pending
B12937,A17322,439,4/18/2024,Completed
B12938,A17325,96,,Pending
B12939,A17331,120,9/9/2024,Completed
B12940,A17339,146,3/14/2024,Completed
B12941,A17340,382,1/3/2024,Completed
B12942,A17345,334,,Pending
B12943,A17347,338,,Pending
B12944,A17351,360,4/3/2024,Completed
B12945,A17355,240,2/11/2025,Completed
B12946,A17360,267,7/28/2024,Completed
B12947,A17361,360,4/15/2024,Completed
B12948,A17362,213,,Pending
B12949,A17363,265,2/19/2025,Completed
B12950,A17365,143,,Pending
B12951,A17367,362,,Pending
B12952,A17371,109,,Pending
B12953,A17375,366,7/1/2024,Completed
B12954,A17376,446,,Pending
B12955,A17378,58,2/27/2025,Completed
B12956,A17379,350,,Pending
B12957,A17383,109,1/15/2025,Completed
B12958,A17384,499,,Pending
B12959,A17387,176,,Pending
B12960,A17389,205,7/29/2024,Completed
B12961,A17391,308,,Pending
B12962,A17395,261,1/3/2025,Completed
B12963,A17400,471,2/24/2025,Completed
B12964,A17401,277,,Pending
B12965,A17405,65,,Pending
B12966,A17412,358,9/14/2024,Completed
B12967,A17415,232,,Pending
B12968,A17418,140,,Pending
B12969,A17423,349,,Pending
B12970,A17424,94,,Pending
B12971,A17426,291,7/15/2024,Completed
B12972,A17428,357,8/25/2024,Completed
B12973,A17429,301,,Pending
B12974,A17430,437,,Pending
B12975,A17435,368,,Pending
B12976,A17436,132,,Pending
B12977,A17437,220,8/7/2024,Completed
B12978,A17439,339,12/9/2024,Completed
B12979,A17440,229,,Pending
B12980,A17441,171,,Pending
B12981,A17451,356,,Pending
B12982,A17453,385,,Pending
B12983,A17455,119,4/3/2024,Completed
B12984,A17456,53,2/6/2024,Completed
B12985,A17457,475,7/22/2024,Completed
B12986,A17459,305,4/4/2024,Completed
B12987,A17465,300,,Pending
B12988,A17470,397,,Pending
B12989,A17471,488,,Pending
B12990,A17472,135,,Pending
B12991,A17473,129,4/4/2024,Completed
B12992,A17474,107,,Pending
B12993,A17476,228,5/15/2024,Completed
B12994,A17477,106,,Pending
B12995,A17478,240,3/16/2024,Completed
B12996,A17480,319,,Pending
B12997,A17481,304,8/11/2024,Completed
B12998,A17482,365,10/27/2024,Completed
B12999,A17483,268,,Pending
B13000,A17488,331,,Pending
B13001,A17489,429,,Pending
B13002,A17491,65,12/10/2024,Completed
B13003,A17492,311,3/1/2024,Completed
B13004,A17494,454,12/1/2024,Completed
B13005,A17495,354,,Pending
B13006,A17502,264,5/23/2024,Completed
B13007,A17503,358,,Pending
B13008,A17505,451,,Pending
B13009,A17506,328,,Pending
B13010,A17509,94,,Pending
B13011,A17511,331,,Pending
B13012,A17517,235,,Pending
B13013,A17518,326,12/8/2024,Completed
B13014,A17523,145,8/12/2024,Completed
B13015,A17524,56,7/6/2024,Completed
B13016,A17530,209,11/23/2024,Completed
B13017,A17531,403,10/1/2024,Completed
B13018,A17532,418,11/9/2024,Completed
B13019,A17536,455,5/9/2024,Completed
B13020,A17538,414,4/21/2024,Completed
B13021,A17545,222,,Pending
B13022,A17547,497,,Pending
B13023,A17548,76,3/12/2024,Completed
B13024,A17551,375,3/18/2024,Completed
B13025,A17552,210,,Pending
B13026,A17559,135,1/2/2025,Completed
B13027,A17563,200,1/9/2024,Completed
B13028,A17564,336,,Pending
B13029,A17566,267,,Pending
B13030,A17568,373,,Pending
B13031,A17570,359,,Pending
B13032,A17573,196,8/17/2024,Completed
B13033,A17574,338,,Pending
B13034,A17579,319,,Pending
B13035,A17581,486,,Pending
B13036,A17582,139,,Pending
B13037,A17585,356,11/24/2024,Completed
B13038,A17588,368,2/24/2025,Completed
B13039,A17590,163,11/16/2024,Completed
B13040,A17591,132,,Pending
B13041,A17592,160,,Pending
B13042,A17596,421,12/1/2024,Completed
B13043,A17597,247,,Pending
B13044,A17598,150,4/8/2024,Completed
B13045,A17601,478,2/14/2025,Completed
B13046,A17609,445,,Pending
B13047,A17611,315,4/6/2024,Completed
B13048,A17612,74,10/1/2024,Completed
B13049,A17615,91,,Pending
B13050,A17616,340,,Pending
B13051,A17618,311,,Pending
B13052,A17619,314,7/3/2024,Completed
B13053,A17620,215,,Pending
B13054,A17623,468,7/3/2024,Completed
B13055,A17626,193,4/12/2024,Completed
B13056,A17628,161,,Pending
B13057,A17644,103,,Pending
B13058,A17645,273,5/7/2024,Completed
B13059,A17646,147,2/9/2024,Completed
B13060,A17648,391,,Pending
B13061,A17651,180,,Pending
B13062,A17653,273,7/14/2024,Completed
B13063,A17655,218,,Pending
B13064,A17656,166,,Pending
B13065,A17658,208,3/27/2024,Completed
B13066,A17662,216,5/2/2024,Completed
B13067,A17663,115,7/28/2024,Completed
B13068,A17665,245,,Pending
B13069,A17666,303,6/7/2024,Completed
B13070,A17667,166,,Pending
B13071,A17674,351,,Pending
B13072,A17676,362,,Pending
B13073,A17678,478,,Pending
B13074,A17681,113,3/15/2024,Completed
B13075,A17682,467,4/6/2024,Completed
B13076,A17685,193,,Pending
B13077,A17688,378,1/19/2024,Completed
B13078,A17689,446,,Pending
B13079,A17691,181,1/29/2025,Completed
B13080,A17692,59,,Pending
B13081,A17695,431,11/21/2024,Completed
B13082,A17697,191,9/10/2024,Completed
B13083,A17698,314,5/30/2024,Completed
B13084,A17702,387,,Pending
B13085,A17703,481,,Pending
B13086,A17704,129,,Pending
B13087,A17705,245,1/6/2024,Completed
B13088,A17706,256,9/7/2024,Completed
B13089,A17714,243,7/24/2024,Completed
B13090,A17716,425,,Pending
B13091,A17717,50,8/14/2024,Completed
B13092,A17719,197,1/19/2025,Completed
B13093,A17720,74,10/25/2024,Completed
B13094,A17721,105,,Pending
B13095,A17725,407,5/4/2024,Completed
B13096,A17726,236,8/5/2024,Completed
B13097,A17727,489,2/12/2024,Completed
B13098,A17729,89,2/25/2024,Completed
B13099,A17730,373,,Pending
B13100,A17735,496,1/23/2025,Completed
B13101,A17736,69,6/22/2024,Completed
B13102,A17737,469,1/28/2025,Completed
