AppointmentID,PetID,VetID,ServiceType,ApptDate,Status,LocationID
A19397,P09729,V1031,Skin Treatment,6/11/2025,Cancelled,L002
A19398,P03814,V1017,Skin Treatment,1/27/2026,Cancelled,L001
A19399,P06075,V1027,Skin Treatment,1/7/2025,Completed,L002
A19400,P00630,V1023,Checkup,10/31/2026,Scheduled,L001
A19401,P03294,V1031,Checkup,9/28/2026,Cancelled,L002
A19402,P03623,V1007,Heart Screening,4/5/2024,Completed,L001
A19403,P01937,V1011,Emergency,1/27/2025,Completed,L002
A19404,P07465,V1004,Tooth Extraction,7/4/2026,Cancelled,L001
A19405,P03887,V1031,Skin Treatment,2/23/2024,Completed,L002
A19406,P06558,V1049,Surgery,8/3/2025,Cancelled,L002
A19407,P05393,V1045,Checkup,3/28/2025,Scheduled,L001
A19408,P00748,V1013,Emergency,11/10/2025,Scheduled,L001
A19409,P09634,V1048,Emergency,7/25/2025,Scheduled,L002
A19410,P09107,V1003,Surgery,5/3/2026,Scheduled,L002
A19411,P06577,V1015,Emergency,12/30/2024,Completed,L001
A19412,P08025,V1030,Emergency,7/26/2025,Cancelled,L001
A19413,P03837,V1001,Checkup,7/26/2025,Scheduled,L001
A19414,P06611,V1033,Dental Cleaning,9/5/2024,Completed,L002
A19415,P05213,V1047,Checkup,6/23/2025,Scheduled,L002
A19416,P00442,V1030,Surgery,6/13/2025,Scheduled,L002
A19417,P08723,V1048,Emergency,6/10/2025,Cancelled,L002
A19418,P03269,V1011,Checkup,7/5/2026,Cancelled,L001
A19419,P01580,V1009,Surgery,11/25/2024,Completed,L002
A19420,P09643,V1008,Checkup,1/14/2025,Completed,L001
A19421,P02856,V1013,Emergency,2/27/2026,Cancelled,L001
A19422,P06163,V1024,Surgery,8/13/2024,Completed,L002
A19423,P02851,V1012,Emergency,11/29/2024,Completed,L002
A19424,P02910,V1020,Neurological Exam,2/10/2026,Scheduled,L002
A19425,P08327,V1014,Skin Treatment,9/27/2024,Completed,L001
A19426,P02237,V1027,Skin Treatment,7/8/2026,Scheduled,L001
A19427,P00158,V1048,Emergency,12/22/2026,Cancelled,L001
A19428,P04017,V1012,Neurological Exam,8/4/2025,Scheduled,L002
A19429,P07535,V1044,Emergency,8/30/2026,Scheduled,L002
A19430,P06633,V1037,Skin Treatment,6/15/2025,Cancelled,L002
A19431,P05994,V1037,Checkup,7/24/2026,Cancelled,L002
A19432,P02855,V1023,Checkup,11/14/2026,Scheduled,L001
A19433,P07520,V1003,Surgery,11/16/2026,Scheduled,L001
A19434,P05151,V1029,Emergency,2/25/2024,Completed,L001
A19435,P05923,V1004,Checkup,6/22/2025,Cancelled,L002
A19436,P09178,V1041,Skin Treatment,4/28/2025,Scheduled,L002
A19437,P05147,V1036,Checkup,12/29/2024,Completed,L001
A19438,P07440,V1033,Dental Cleaning,8/28/2024,Completed,L002
A19439,P03491,V1034,Checkup,10/2/2024,Completed,L001
A19440,P01445,V1042,Dental Cleaning,9/3/2026,Cancelled,L002
A19441,P00953,V1018,Emergency,10/14/2026,Scheduled,L001
A19442,P09982,V1046,Surgery,4/16/2026,Scheduled,L001
A19443,P08969,V1044,Neurological Exam,2/7/2026,Scheduled,L001
A19444,P05660,V1031,Checkup,6/3/2024,Completed,L001
A19445,P08880,V1021,Checkup,3/16/2026,Cancelled,L002
A19446,P04794,V1034,Dental Cleaning,11/21/2026,Cancelled,L001
A19447,P03543,V1047,Dental Cleaning,5/28/2024,Completed,L002
A19448,P00360,V1032,Checkup,6/22/2026,Scheduled,L001
A19449,P01394,V1041,Checkup,11/29/2026,Scheduled,L002
A19450,P03517,V1014,Skin Treatment,1/30/2026,Scheduled,L001
A19451,P08578,V1021,Checkup,10/6/2024,Completed,L002
A19452,P05854,V1015,Surgery,1/9/2024,Completed,L001
A19453,P08795,V1039,Checkup,2/10/2025,Completed,L002
A19454,P04267,V1035,Checkup,12/27/2026,Scheduled,L001
A19455,P03525,V1013,Emergency,1/28/2025,Completed,L002
A19456,P07588,V1036,Emergency,7/25/2024,Completed,L002
A19457,P07170,V1032,Heart Screening,12/5/2026,Scheduled,L002
A19458,P05070,V1003,Surgery,8/29/2024,Completed,L001
A19459,P04350,V1026,Checkup,11/1/2025,Scheduled,L001
A19460,P09020,V1016,Surgery,11/25/2025,Cancelled,L001
A19461,P06381,V1034,Checkup,6/10/2025,Cancelled,L002
A19462,P04521,V1014,Checkup,5/7/2024,Completed,L001
A19463,P02889,V1007,Heart Screening,10/5/2024,Completed,L001
A19464,P07056,V1004,Dental Cleaning,11/17/2026,Scheduled,L001
A19465,P03659,V1046,Emergency,3/17/2025,Cancelled,L001
A19466,P02931,V1039,Skin Treatment,4/19/2026,Cancelled,L001
A19467,P05972,V1037,Skin Treatment,12/8/2025,Cancelled,L002
A19468,P00958,V1006,Checkup,2/12/2026,Cancelled,L001
A19469,P02183,V1009,Surgery,1/30/2026,Scheduled,L001
A19470,P03836,V1030,Surgery,1/14/2026,Cancelled,L001
A19471,P09641,V1036,Heart Screening,2/17/2026,Cancelled,L001
A19472,P09672,V1010,Emergency,8/20/2025,Scheduled,L002
A19473,P00306,V1033,Checkup,9/11/2026,Cancelled,L002
A19474,P02533,V1040,Checkup,12/17/2024,Completed,L001
A19475,P03439,V1011,Emergency,12/5/2024,Completed,L001
A19476,P05464,V1031,Checkup,3/24/2026,Scheduled,L001
A19477,P07503,V1011,Emergency,11/10/2025,Cancelled,L002
A19478,P03149,V1015,Surgery,8/11/2025,Cancelled,L001
A19479,P01008,V1047,Tooth Extraction,6/17/2024,Completed,L001
A19480,P05658,V1041,Checkup,12/9/2025,Cancelled,L001
A19481,P09667,V1042,Dental Cleaning,8/15/2025,Scheduled,L002
A19482,P00854,V1046,Emergency,6/6/2025,Scheduled,L002
A19483,P03629,V1035,Tooth Extraction,8/15/2024,Completed,L001
A19484,P03770,V1019,Emergency,3/20/2025,Scheduled,L001
A19485,P08520,V1025,Heart Screening,6/24/2026,Scheduled,L002
A19486,P04032,V1045,Checkup,10/24/2024,Completed,L002
A19487,P09033,V1047,Dental Cleaning,5/16/2024,Completed,L001
A19488,P05125,V1025,Emergency,6/2/2026,Scheduled,L001
A19489,P06110,V1030,Surgery,7/23/2025,Scheduled,L001
A19490,P05997,V1033,Checkup,6/12/2025,Cancelled,L001
A19491,P06601,V1033,Checkup,6/16/2025,Cancelled,L001
A19492,P00217,V1025,Heart Screening,2/7/2026,Scheduled,L001
A19493,P08512,V1031,Skin Treatment,7/24/2024,Completed,L002
A19494,P05714,V1032,Heart Screening,8/19/2025,Cancelled,L002
A19495,P03792,V1040,Emergency,1/11/2026,Scheduled,L002
A19496,P07100,V1048,Emergency,2/29/2024,Completed,L002
A19497,P09401,V1031,Checkup,1/18/2025,Completed,L001
A19498,P07667,V1003,Surgery,11/23/2024,Completed,L002
A19499,P07569,V1008,Emergency,4/19/2024,Completed,L001
A19500,P07063,V1036,Checkup,8/25/2026,Scheduled,L001
A19501,P01756,V1035,Dental Cleaning,11/26/2026,Cancelled,L001
A19502,P01556,V1012,Checkup,9/21/2025,Cancelled,L001
A19503,P00594,V1005,Tooth Extraction,1/7/2025,Completed,L001
A19504,P03505,V1006,Checkup,11/8/2025,Cancelled,L001
A19505,P03585,V1010,Neurological Exam,7/20/2026,Scheduled,L002
A19506,P07669,V1048,Surgery,3/25/2025,Cancelled,L002
A19507,P01714,V1010,Neurological Exam,2/18/2026,Scheduled,L002
A19508,P09993,V1000,Emergency,12/9/2024,Completed,L001
A19509,P03186,V1046,Surgery,4/26/2025,Cancelled,L001
A19510,P08930,V1011,Checkup,7/10/2026,Cancelled,L001
A19511,P06057,V1022,Skin Treatment,8/12/2026,Cancelled,L002
A19512,P07963,V1026,Checkup,4/30/2025,Scheduled,L001
A19513,P04219,V1000,Checkup,2/21/2025,Completed,L001
A19514,P06974,V1020,Neurological Exam,8/23/2026,Scheduled,L002
A19515,P08327,V1033,Dental Cleaning,6/14/2026,Scheduled,L002
A19516,P03882,V1044,Neurological Exam,8/10/2026,Scheduled,L001
A19517,P08057,V1035,Tooth Extraction,12/12/2026,Scheduled,L001
A19518,P04015,V1034,Tooth Extraction,8/12/2026,Cancelled,L001
A19519,P02857,V1002,Checkup,1/24/2024,Completed,L001
A19520,P00874,V1029,Checkup,6/14/2026,Scheduled,L002
A19521,P09787,V1019,Emergency,11/29/2026,Scheduled,L001
A19522,P07056,V1021,Checkup,2/21/2025,Completed,L001
A19523,P04229,V1016,Surgery,7/10/2025,Scheduled,L002
A19524,P06123,V1002,Checkup,4/28/2026,Scheduled,L001
A19525,P04983,V1002,Emergency,2/10/2025,Completed,L002
A19526,P01521,V1015,Surgery,5/28/2025,Scheduled,L002
A19527,P05343,V1007,Heart Screening,8/25/2025,Scheduled,L002
A19528,P06837,V1021,Skin Treatment,2/2/2026,Cancelled,L002
A19529,P08575,V1030,Surgery,6/7/2024,Completed,L001
A19530,P04062,V1012,Emergency,2/22/2026,Scheduled,L001
A19531,P02825,V1021,Checkup,4/12/2026,Scheduled,L001
A19532,P09844,V1038,Checkup,7/7/2026,Scheduled,L001
A19533,P09917,V1008,Checkup,3/20/2026,Cancelled,L001
A19534,P08220,V1025,Heart Screening,1/20/2026,Scheduled,L002
A19535,P07339,V1026,Emergency,5/11/2024,Completed,L002
A19536,P02221,V1003,Surgery,2/17/2026,Scheduled,L001
A19537,P07007,V1037,Skin Treatment,8/27/2025,Cancelled,L001
A19538,P09576,V1028,Checkup,6/25/2025,Scheduled,L002
A19539,P03051,V1038,Checkup,4/16/2024,Completed,L002
A19540,P08363,V1047,Tooth Extraction,9/25/2024,Completed,L001
A19541,P01746,V1013,Surgery,8/3/2025,Cancelled,L001
A19542,P04917,V1012,Checkup,5/13/2024,Completed,L001
A19543,P09258,V1027,Skin Treatment,10/29/2025,Scheduled,L001
A19544,P01968,V1046,Surgery,10/7/2025,Scheduled,L001
A19545,P03297,V1013,Emergency,10/14/2024,Completed,L001
A19546,P07284,V1046,Emergency,5/19/2024,Completed,L002
A19547,P08090,V1029,Emergency,6/9/2026,Scheduled,L002
A19548,P00946,V1011,Checkup,6/24/2025,Scheduled,L001
A19549,P00286,V1025,Heart Screening,3/3/2024,Completed,L001
A19550,P00447,V1035,Dental Cleaning,6/9/2024,Completed,L002
A19551,P06429,V1046,Surgery,11/21/2025,Scheduled,L001
A19552,P00936,V1013,Emergency,9/9/2025,Cancelled,L001
A19553,P03959,V1049,Surgery,2/17/2024,Completed,L002
A19554,P07862,V1031,Checkup,7/3/2025,Scheduled,L002
A19555,P02329,V1020,Checkup,5/20/2026,Scheduled,L001
A19556,P07856,V1031,Skin Treatment,1/21/2025,Completed,L001
A19557,P03781,V1004,Tooth Extraction,4/20/2024,Completed,L001
A19558,P06608,V1008,Emergency,2/14/2025,Completed,L002
A19559,P03773,V1032,Emergency,12/29/2026,Cancelled,L001
A19560,P01927,V1011,Emergency,7/16/2026,Cancelled,L001
A19561,P01121,V1004,Dental Cleaning,8/5/2025,Cancelled,L002
A19562,P04363,V1043,Dental Cleaning,9/24/2026,Cancelled,L002
A19563,P07692,V1023,Checkup,3/23/2026,Scheduled,L002
A19564,P01261,V1011,Checkup,3/26/2025,Cancelled,L001
A19565,P00633,V1037,Checkup,6/1/2026,Cancelled,L001
A19566,P02676,V1005,Tooth Extraction,7/8/2025,Cancelled,L002
A19567,P03785,V1046,Surgery,2/15/2024,Completed,L001
A19568,P01732,V1017,Skin Treatment,1/10/2024,Completed,L002
A19569,P08998,V1037,Skin Treatment,8/2/2026,Scheduled,L001
A19570,P01526,V1001,Checkup,7/25/2024,Completed,L002
A19571,P04066,V1049,Emergency,10/8/2024,Completed,L002
A19572,P00935,V1001,Skin Treatment,10/5/2026,Cancelled,L002
A19573,P06334,V1005,Checkup,4/23/2026,Scheduled,L002
A19574,P06346,V1036,Checkup,10/30/2024,Completed,L001
A19575,P00433,V1039,Checkup,3/11/2024,Completed,L002
A19576,P08797,V1048,Surgery,11/19/2026,Scheduled,L001
A19577,P00226,V1044,Neurological Exam,5/9/2026,Scheduled,L001
A19578,P08517,V1010,Neurological Exam,7/23/2025,Cancelled,L002
A19579,P00658,V1009,Emergency,10/18/2024,Completed,L002
A19580,P08161,V1008,Neurological Exam,8/2/2025,Scheduled,L001
A19581,P06896,V1018,Checkup,5/18/2025,Scheduled,L001
A19582,P05784,V1006,Skin Treatment,10/6/2026,Scheduled,L002
A19583,P01566,V1004,Checkup,3/27/2025,Cancelled,L001
A19584,P01190,V1018,Neurological Exam,12/19/2025,Scheduled,L001
A19585,P03084,V1016,Surgery,1/16/2025,Completed,L001
A19586,P02322,V1012,Neurological Exam,8/12/2026,Scheduled,L002
A19587,P05754,V1008,Emergency,8/4/2025,Cancelled,L002
A19588,P01176,V1016,Emergency,4/17/2026,Cancelled,L001
A19589,P09188,V1015,Emergency,9/6/2025,Scheduled,L001
A19590,P01647,V1036,Emergency,7/5/2025,Scheduled,L001
A19591,P03662,V1008,Emergency,4/30/2024,Completed,L002
A19592,P03343,V1004,Dental Cleaning,4/12/2025,Cancelled,L001
A19593,P07939,V1017,Checkup,10/13/2025,Cancelled,L002
A19594,P03724,V1007,Heart Screening,6/7/2025,Cancelled,L002
A19595,P02941,V1017,Skin Treatment,10/16/2026,Cancelled,L002
A19596,P09924,V1020,Neurological Exam,1/15/2026,Cancelled,L002
A19597,P07875,V1032,Heart Screening,7/28/2026,Scheduled,L001
A19598,P07269,V1010,Neurological Exam,4/14/2024,Completed,L001
A19599,P07186,V1013,Emergency,8/14/2025,Cancelled,L001
A19600,P07689,V1046,Surgery,2/25/2024,Completed,L001
A19601,P05991,V1036,Emergency,5/18/2026,Scheduled,L001
A19602,P04479,V1013,Surgery,1/3/2025,Completed,L002
A19603,P04450,V1017,Checkup,6/30/2024,Completed,L002
A19604,P02378,V1045,Checkup,3/23/2025,Cancelled,L002
A19605,P09261,V1038,Dental Cleaning,6/4/2024,Completed,L001
A19606,P06241,V1006,Checkup,4/21/2026,Scheduled,L001
A19607,P08877,V1014,Skin Treatment,4/1/2026,Cancelled,L002
A19608,P04872,V1006,Skin Treatment,11/10/2026,Scheduled,L002
A19609,P03520,V1018,Emergency,11/17/2026,Cancelled,L002
A19610,P02279,V1040,Heart Screening,8/24/2025,Cancelled,L001
A19611,P04978,V1010,Neurological Exam,3/3/2025,Scheduled,L002
A19612,P08610,V1027,Skin Treatment,6/18/2025,Cancelled,L002
A19613,P05715,V1004,Checkup,3/13/2025,Cancelled,L001
A19614,P08562,V1006,Checkup,6/27/2025,Scheduled,L002
A19615,P09915,V1017,Skin Treatment,4/19/2026,Cancelled,L001
A19616,P03857,V1015,Surgery,9/26/2026,Cancelled,L002
A19617,P07705,V1027,Skin Treatment,10/2/2026,Cancelled,L002
A19618,P03571,V1000,Heart Screening,8/25/2026,Scheduled,L001
A19619,P04574,V1000,Emergency,11/22/2026,Scheduled,L002
A19620,P08712,V1035,Tooth Extraction,3/10/2026,Scheduled,L001
A19621,P07609,V1032,Emergency,2/13/2025,Completed,L001
A19622,P02128,V1001,Skin Treatment,10/29/2026,Cancelled,L001
A19623,P05902,V1029,Emergency,1/20/2025,Completed,L001
A19624,P07922,V1009,Surgery,4/5/2025,Scheduled,L001
A19625,P05601,V1035,Tooth Extraction,2/26/2024,Completed,L002
A19626,P07318,V1023,Skin Treatment,1/14/2025,Completed,L002
A19627,P04613,V1038,Tooth Extraction,9/9/2024,Completed,L001
A19628,P09780,V1039,Skin Treatment,10/1/2024,Completed,L002
A19629,P01573,V1041,Skin Treatment,3/25/2026,Cancelled,L001
A19630,P04923,V1011,Emergency,1/7/2024,Completed,L001
A19631,P03843,V1034,Checkup,10/2/2025,Cancelled,L001
A19632,P03390,V1030,Emergency,6/17/2025,Scheduled,L001
A19633,P01535,V1047,Checkup,9/18/2024,Completed,L001
A19634,P06882,V1010,Neurological Exam,9/8/2024,Completed,L002
A19635,P04854,V1036,Heart Screening,7/14/2024,Completed,L001
A19636,P01400,V1011,Neurological Exam,11/8/2025,Cancelled,L001
A19637,P05105,V1013,Emergency,4/27/2024,Completed,L001
A19638,P03514,V1046,Emergency,8/22/2026,Cancelled,L002
A19639,P03571,V1000,Heart Screening,2/24/2026,Scheduled,L001
A19640,P04520,V1033,Tooth Extraction,9/1/2025,Scheduled,L002
A19641,P08317,V1033,Tooth Extraction,4/5/2025,Scheduled,L001
A19642,P00123,V1015,Emergency,12/30/2024,Completed,L002
A19643,P08722,V1010,Checkup,7/28/2024,Completed,L001
A19644,P01426,V1009,Emergency,10/31/2024,Completed,L001
A19645,P03958,V1045,Checkup,10/3/2025,Cancelled,L001
A19646,P03092,V1005,Dental Cleaning,12/13/2025,Cancelled,L001
A19647,P08192,V1023,Checkup,1/1/2024,Completed,L001
A19648,P04997,V1005,Checkup,1/23/2024,Completed,L002
A19649,P01909,V1027,Skin Treatment,8/13/2024,Completed,L001
A19650,P06270,V1030,Surgery,4/30/2026,Cancelled,L002
A19651,P02219,V1020,Checkup,11/6/2026,Scheduled,L001
A19652,P07095,V1027,Checkup,6/14/2025,Scheduled,L001
A19653,P07655,V1042,Checkup,2/6/2024,Completed,L002
A19654,P01860,V1034,Checkup,4/10/2026,Cancelled,L001
A19655,P05545,V1026,Checkup,9/9/2024,Completed,L002
A19656,P09770,V1009,Emergency,1/15/2025,Completed,L002
A19657,P08938,V1001,Skin Treatment,1/17/2025,Completed,L001
A19658,P01886,V1026,Emergency,1/24/2026,Scheduled,L002
A19659,P02510,V1044,Neurological Exam,8/12/2025,Cancelled,L001
A19660,P06588,V1023,Checkup,7/7/2025,Cancelled,L001
A19661,P03355,V1022,Checkup,8/21/2026,Scheduled,L001
A19662,P05782,V1012,Checkup,11/6/2025,Scheduled,L002
A19663,P08027,V1032,Emergency,4/7/2026,Cancelled,L001
A19664,P05997,V1048,Emergency,12/31/2024,Completed,L001
A19665,P05862,V1046,Emergency,5/19/2024,Completed,L001
A19666,P09104,V1017,Skin Treatment,9/24/2024,Completed,L002
A19667,P05633,V1025,Checkup,11/23/2024,Completed,L002
A19668,P00700,V1008,Neurological Exam,5/1/2026,Cancelled,L001
A19669,P08205,V1043,Checkup,5/16/2025,Cancelled,L001
A19670,P09900,V1030,Emergency,5/15/2026,Cancelled,L002
A19671,P01970,V1014,Checkup,11/17/2025,Scheduled,L001
A19672,P02921,V1041,Checkup,12/19/2026,Scheduled,L001
A19673,P06935,V1029,Emergency,3/5/2025,Scheduled,L002
A19674,P05516,V1030,Emergency,5/4/2025,Cancelled,L002
A19675,P06823,V1049,Surgery,9/21/2026,Cancelled,L002
A19676,P04679,V1004,Tooth Extraction,6/19/2026,Scheduled,L001
A19677,P03368,V1011,Checkup,1/5/2026,Cancelled,L001
A19678,P02261,V1010,Emergency,9/5/2026,Cancelled,L001
A19679,P05300,V1042,Checkup,1/23/2024,Completed,L001
A19680,P07852,V1020,Emergency,5/5/2026,Scheduled,L001
A19681,P05411,V1002,Emergency,1/14/2025,Completed,L001
A19682,P01197,V1021,Checkup,4/18/2024,Completed,L001
A19683,P03177,V1016,Emergency,8/5/2024,Completed,L001
A19684,P08227,V1038,Checkup,10/8/2024,Completed,L001
A19685,P05268,V1007,Heart Screening,7/6/2024,Completed,L001
A19686,P07414,V1021,Checkup,3/23/2024,Completed,L001
A19687,P08730,V1007,Checkup,10/9/2026,Cancelled,L002
A19688,P06165,V1031,Checkup,5/28/2024,Completed,L002
A19689,P06992,V1008,Emergency,12/7/2026,Scheduled,L001
A19690,P03320,V1028,Emergency,1/28/2024,Completed,L002
A19691,P09922,V1015,Surgery,7/18/2025,Cancelled,L002
A19692,P05578,V1014,Checkup,8/26/2026,Cancelled,L002
A19693,P05897,V1042,Dental Cleaning,6/26/2026,Scheduled,L001
A19694,P04044,V1003,Surgery,8/23/2025,Scheduled,L001
A19695,P02850,V1029,Emergency,9/7/2024,Completed,L001
A19696,P02834,V1022,Checkup,3/12/2024,Completed,L002
A19697,P09304,V1049,Emergency,4/13/2025,Cancelled,L002
A19698,P01922,V1003,Surgery,8/11/2026,Cancelled,L001
A19699,P09416,V1005,Tooth Extraction,11/7/2026,Cancelled,L001
A19700,P08505,V1005,Tooth Extraction,6/16/2025,Cancelled,L001
A19701,P08725,V1026,Neurological Exam,8/11/2026,Scheduled,L001
A19702,P07512,V1014,Skin Treatment,9/4/2026,Scheduled,L002
A19703,P07724,V1008,Emergency,1/15/2024,Completed,L002
A19704,P01946,V1040,Checkup,11/26/2024,Completed,L001
A19705,P03036,V1030,Surgery,10/23/2024,Completed,L001
A19706,P00027,V1047,Checkup,5/18/2024,Completed,L001
A19707,P03789,V1015,Emergency,8/30/2024,Completed,L002
A19708,P02353,V1033,Checkup,7/4/2024,Completed,L002
A19709,P00485,V1000,Checkup,2/14/2025,Completed,L001
A19710,P07711,V1009,Emergency,12/11/2024,Completed,L002
A19711,P01265,V1018,Emergency,12/5/2024,Completed,L001
A19712,P00823,V1038,Checkup,1/10/2025,Completed,L001
A19713,P07570,V1030,Surgery,8/30/2024,Completed,L001
A19714,P01643,V1043,Tooth Extraction,7/30/2024,Completed,L001
A19715,P09935,V1033,Dental Cleaning,8/31/2024,Completed,L002
A19716,P03675,V1006,Checkup,7/22/2024,Completed,L001
A19717,P01800,V1015,Surgery,8/13/2026,Scheduled,L001
A19718,P04374,V1015,Surgery,8/9/2026,Cancelled,L002
A19719,P04942,V1034,Tooth Extraction,3/2/2024,Completed,L002
A19720,P05322,V1011,Neurological Exam,1/29/2025,Completed,L001
A19721,P06436,V1049,Surgery,4/2/2025,Cancelled,L001
A19722,P08045,V1038,Dental Cleaning,11/1/2025,Cancelled,L002
A19723,P06866,V1024,Emergency,8/19/2026,Scheduled,L001
A19724,P03549,V1018,Neurological Exam,10/15/2026,Cancelled,L002
A19725,P09385,V1012,Emergency,9/15/2026,Scheduled,L002
A19726,P03987,V1034,Tooth Extraction,8/23/2025,Cancelled,L001
A19727,P09510,V1021,Skin Treatment,9/25/2025,Cancelled,L001
A19728,P00286,V1005,Dental Cleaning,8/18/2024,Completed,L002
A19729,P00236,V1009,Surgery,8/23/2024,Completed,L001
A19730,P07634,V1016,Surgery,1/5/2026,Scheduled,L002
A19731,P04588,V1022,Skin Treatment,12/7/2024,Completed,L001
A19732,P01045,V1024,Emergency,8/7/2026,Cancelled,L001
A19733,P05176,V1016,Surgery,6/3/2025,Scheduled,L001
A19734,P06022,V1038,Checkup,8/13/2024,Completed,L001
A19735,P05477,V1037,Checkup,10/25/2025,Cancelled,L001
A19736,P02092,V1034,Tooth Extraction,6/15/2024,Completed,L001
A19737,P00576,V1007,Checkup,6/13/2024,Completed,L002
A19738,P05998,V1031,Skin Treatment,1/8/2026,Cancelled,L002
A19739,P00111,V1001,Skin Treatment,12/12/2026,Scheduled,L002
A19740,P04546,V1000,Emergency,5/14/2024,Completed,L001
A19741,P02159,V1033,Checkup,8/5/2025,Scheduled,L002
A19742,P03693,V1020,Emergency,4/27/2025,Cancelled,L001
A19743,P09511,V1009,Emergency,10/12/2024,Completed,L002
A19744,P03899,V1004,Tooth Extraction,5/29/2024,Completed,L002
A19745,P03570,V1010,Checkup,7/6/2026,Cancelled,L002
A19746,P02554,V1002,Emergency,6/25/2024,Completed,L002
A19747,P05179,V1010,Emergency,5/24/2024,Completed,L001
A19748,P04055,V1048,Surgery,11/20/2025,Scheduled,L001
A19749,P03943,V1027,Skin Treatment,5/10/2026,Scheduled,L002
A19750,P06852,V1039,Checkup,10/2/2025,Cancelled,L001
A19751,P02139,V1040,Heart Screening,9/23/2026,Scheduled,L001
A19752,P05631,V1008,Neurological Exam,4/19/2024,Completed,L002
A19753,P05277,V1005,Dental Cleaning,12/12/2025,Cancelled,L001
A19754,P02355,V1044,Checkup,4/21/2025,Scheduled,L002
A19755,P06433,V1029,Neurological Exam,10/12/2026,Scheduled,L001
A19756,P00261,V1043,Checkup,11/24/2025,Cancelled,L002
A19757,P09844,V1009,Surgery,6/25/2025,Scheduled,L001
A19758,P02821,V1003,Surgery,5/5/2024,Completed,L001
A19759,P05843,V1004,Tooth Extraction,2/15/2026,Cancelled,L001
A19760,P04140,V1011,Neurological Exam,9/28/2025,Cancelled,L001
A19761,P02640,V1030,Surgery,2/24/2026,Scheduled,L001
A19762,P00385,V1003,Emergency,6/9/2025,Cancelled,L001
A19763,P07151,V1024,Emergency,7/31/2025,Cancelled,L002
A19764,P07157,V1016,Emergency,7/4/2025,Scheduled,L002
A19765,P03578,V1004,Dental Cleaning,5/17/2026,Scheduled,L001
A19766,P05675,V1027,Checkup,12/14/2026,Scheduled,L001
A19767,P06247,V1022,Checkup,8/5/2025,Cancelled,L001
A19768,P04502,V1040,Checkup,11/26/2025,Scheduled,L002
A19769,P00294,V1014,Checkup,10/13/2025,Cancelled,L001
A19770,P09653,V1004,Dental Cleaning,1/25/2025,Completed,L001
A19771,P09232,V1036,Emergency,1/3/2025,Completed,L002
A19772,P09417,V1010,Checkup,4/15/2025,Cancelled,L002
A19773,P09606,V1040,Heart Screening,11/22/2025,Scheduled,L002
A19774,P07417,V1036,Heart Screening,5/21/2025,Cancelled,L002
A19775,P03887,V1045,Skin Treatment,10/29/2024,Completed,L001
A19776,P04580,V1039,Skin Treatment,5/1/2025,Cancelled,L001
A19777,P07391,V1037,Checkup,2/28/2025,Completed,L001
A19778,P01981,V1017,Checkup,9/20/2024,Completed,L001
A19779,P06067,V1042,Dental Cleaning,10/16/2025,Cancelled,L002
A19780,P06548,V1001,Skin Treatment,7/13/2024,Completed,L001
A19781,P09480,V1024,Emergency,1/20/2025,Completed,L002
A19782,P07085,V1021,Checkup,2/28/2026,Scheduled,L002
A19783,P07127,V1040,Checkup,8/27/2024,Completed,L001
A19784,P08994,V1025,Emergency,10/15/2026,Cancelled,L001
A19785,P08304,V1016,Emergency,12/29/2025,Scheduled,L001
A19786,P00460,V1000,Emergency,3/4/2025,Cancelled,L001
A19787,P08238,V1005,Checkup,3/19/2024,Completed,L001
A19788,P01583,V1006,Skin Treatment,5/12/2026,Scheduled,L002
A19789,P00471,V1022,Skin Treatment,5/23/2026,Scheduled,L001
A19790,P05739,V1037,Checkup,6/27/2026,Scheduled,L001
A19791,P08383,V1024,Surgery,11/2/2025,Cancelled,L001
A19792,P01053,V1042,Tooth Extraction,1/4/2024,Completed,L002
A19793,P00569,V1008,Emergency,4/15/2025,Cancelled,L001
A19794,P05811,V1044,Emergency,6/16/2024,Completed,L001
A19795,P04740,V1015,Emergency,3/15/2025,Scheduled,L001
A19796,P01472,V1044,Neurological Exam,9/30/2024,Completed,L001
A19797,P09910,V1000,Checkup,4/10/2024,Completed,L002
A19798,P06494,V1031,Checkup,6/27/2025,Scheduled,L002
A19799,P03185,V1022,Skin Treatment,10/3/2025,Scheduled,L001
A19800,P02492,V1003,Surgery,12/11/2026,Scheduled,L001
A19801,P02728,V1011,Emergency,8/5/2025,Cancelled,L002
A19802,P07576,V1020,Checkup,2/16/2026,Scheduled,L001
A19803,P04515,V1049,Emergency,1/5/2024,Completed,L002
A19804,P03737,V1023,Checkup,8/21/2025,Cancelled,L002
A19805,P02260,V1049,Surgery,10/17/2024,Completed,L002
A19806,P03722,V1002,Checkup,8/31/2026,Scheduled,L001
A19807,P03274,V1020,Emergency,1/8/2025,Completed,L002
A19808,P00047,V1028,Checkup,5/11/2025,Cancelled,L002
A19809,P01287,V1040,Heart Screening,11/19/2026,Cancelled,L002
A19810,P00509,V1014,Checkup,10/13/2024,Completed,L001
A19811,P02589,V1011,Checkup,5/9/2024,Completed,L001
A19812,P02253,V1003,Emergency,3/14/2026,Cancelled,L002
A19813,P09994,V1023,Skin Treatment,12/6/2024,Completed,L002
A19814,P05127,V1010,Emergency,12/31/2024,Completed,L001
