PrescriptionID,PetID,IssueDate,VetID,Diagnosis
PR03995,P02513,2/24/2024,V1032,Cushing’s Disease
PR03996,P06193,4/19/2024,V1014,Heartworm Disease
PR03997,P03027,6/12/2024,V1032,Hyperthyroidism
PR03998,P04779,7/28/2023,V1038,Pyometra
PR03999,P01864,10/3/2024,V1012,Distemper
PR04000,P05715,5/11/2023,V1045,Foreign Body Ingestion
PR04001,P01885,4/13/2023,V1017,Hyperthyroidism
PR04002,P04371,12/6/2024,V1021,Heartworm Disease
PR04003,P08472,3/13/2024,V1030,Obesity
PR04004,P05481,12/25/2024,V1018,Kidney Disease
PR04005,P07293,11/13/2024,V1019,Heat Stroke
PR04006,P00676,1/28/2024,V1012,Cushing’s Disease
PR04007,P08345,10/19/2024,V1011,Diabetes Mellitus
PR04008,P03696,11/30/2023,V1013,Hip Dysplasia
PR04009,P07711,12/26/2024,V1007,Arthritis
PR04010,P02627,2/8/2024,V1008,Parvovirus
PR04011,P07562,5/24/2023,V1006,Distemper
PR04012,P09439,9/4/2024,V1033,Pyometra
PR04013,P05492,5/23/2023,V1011,Cushing’s Disease
PR04014,P03739,2/28/2024,V1009,Allergies
PR04015,P02757,6/3/2023,V1029,Hyperthyroidism
PR04016,P06191,3/22/2023,V1047,Feline Upper Respiratory Infection
PR04017,P07206,11/10/2023,V1038,Pancreatitis
PR04018,P09733,1/2/2024,V1003,Ringworm
PR04019,P08572,8/25/2023,V1026,Addison’s Disease
PR04020,P00863,5/2/2024,V1012,Obesity
PR04021,P09646,8/10/2023,V1035,Cushing’s Disease
PR04022,P03232,2/25/2025,V1022,Allergies
PR04023,P01118,12/20/2023,V1026,Feline Immunodeficiency Virus
PR04024,P07731,9/1/2023,V1035,Feline Immunodeficiency Virus
PR04025,P01428,7/25/2023,V1017,Ear Infections
PR04026,P08537,12/23/2023,V1042,Rabies
PR04027,P09301,7/3/2024,V1049,Pyometra
PR04028,P01815,5/22/2024,V1041,Feline Upper Respiratory Infection
PR04029,P04197,4/28/2024,V1024,Dental Disease
PR04030,P06515,8/17/2024,V1015,Feline Immunodeficiency Virus
PR04031,P05744,1/7/2025,V1018,Heat Stroke
PR04032,P03439,1/31/2024,V1010,Hip Dysplasia
PR04033,P09056,6/27/2023,V1000,Dental Disease
PR04034,P06274,6/2/2023,V1040,Diabetes Mellitus
PR04035,P01636,4/9/2024,V1025,Hip Dysplasia
PR04036,P09932,10/20/2024,V1012,Feline Upper Respiratory Infection
PR04037,P02606,2/25/2025,V1034,Kennel Cough
PR04038,P05952,2/2/2025,V1049,Lyme Disease
PR04039,P05674,8/4/2023,V1012,Kidney Disease
PR04040,P07161,12/15/2024,V1006,Arthritis
PR04041,P01589,1/28/2025,V1036,Feline Upper Respiratory Infection
PR04042,P09511,6/14/2023,V1001,Hyperthyroidism
PR04043,P03872,7/28/2024,V1013,Pancreatitis
PR04044,P06349,4/2/2023,V1003,Ringworm
PR04045,P01879,4/11/2023,V1037,Ringworm
PR04046,P09066,5/5/2024,V1008,Cancer
PR04047,P05989,2/12/2024,V1027,Obesity
PR04048,P05446,4/1/2023,V1031,Leptospirosis
PR04049,P09792,10/17/2023,V1029,Kennel Cough
PR04050,P03295,2/17/2024,V1029,Ringworm
PR04051,P05202,5/2/2023,V1032,Distemper
PR04052,P02451,12/29/2024,V1006,Addison’s Disease
PR04053,P07785,8/23/2023,V1021,Distemper
PR04054,P00555,7/19/2024,V1040,Leptospirosis
PR04055,P07494,3/21/2023,V1041,Dental Disease
PR04056,P00897,6/12/2023,V1000,Hip Dysplasia
PR04057,P08465,2/13/2024,V1028,Pancreatitis
PR04058,P06287,3/9/2024,V1005,Heartworm Disease
PR04059,P09730,11/18/2024,V1010,Parvovirus
PR04060,P09139,7/14/2023,V1001,Hyperthyroidism
PR04061,P04724,7/20/2023,V1039,Hyperthyroidism
PR04062,P08917,6/21/2024,V1049,Heartworm Disease
PR04063,P07905,6/5/2023,V1033,Distemper
PR04064,P05665,8/2/2024,V1035,Feline Leukemia Virus
PR04065,P07635,9/2/2024,V1023,Obesity
PR04066,P00338,11/29/2023,V1039,Addison’s Disease
PR04067,P03949,8/30/2024,V1010,Gastroenteritis
PR04068,P09578,10/24/2023,V1001,Parvovirus
PR04069,P01606,7/23/2024,V1004,Hyperthyroidism
PR04070,P08280,8/14/2024,V1039,Pancreatitis
PR04071,P08504,6/21/2023,V1012,Kennel Cough
PR04072,P00994,3/2/2024,V1018,Feline Upper Respiratory Infection
PR04073,P05354,1/12/2024,V1023,Kennel Cough
PR04074,P04898,12/7/2023,V1003,Ear Infections
PR04075,P01719,8/25/2023,V1048,Obesity
PR04076,P08791,11/15/2023,V1016,Diabetes Mellitus
PR04077,P02965,12/7/2023,V1033,Foreign Body Ingestion
PR04078,P09572,12/31/2024,V1039,Diabetes Mellitus
PR04079,P06733,11/8/2024,V1029,Hypothyroidism
PR04080,P05090,8/28/2024,V1029,Dental Disease
PR04081,P02552,8/25/2023,V1040,Pancreatitis
PR04082,P09175,10/21/2023,V1014,Foreign Body Ingestion
PR04083,P01978,1/3/2025,V1020,Kennel Cough
PR04084,P04841,2/24/2024,V1015,Heat Stroke
PR04085,P01365,4/25/2023,V1043,Foreign Body Ingestion
PR04086,P08959,1/31/2025,V1035,Distemper
PR04087,P03758,11/1/2024,V1031,Feline Leukemia Virus
PR04088,P03598,3/24/2023,V1022,Feline Upper Respiratory Infection
PR04089,P00629,10/5/2024,V1040,Cushing’s Disease
PR04090,P02489,11/9/2023,V1014,Gastroenteritis
PR04091,P01822,6/21/2023,V1002,Lyme Disease
PR04092,P05371,1/27/2025,V1014,Rabies
PR04093,P02436,3/21/2024,V1042,Diabetes Mellitus
PR04094,P05385,4/19/2024,V1025,Ringworm
PR04095,P03159,4/15/2023,V1026,Kennel Cough
PR04096,P07032,4/7/2023,V1023,Arthritis
PR04097,P09757,5/21/2024,V1035,Foreign Body Ingestion
PR04098,P02750,7/1/2023,V1043,Feline Leukemia Virus
PR04099,P06833,11/13/2023,V1005,Heartworm Disease
PR04100,P07347,2/14/2025,V1020,Ear Infections
PR04101,P05468,3/20/2024,V1006,Feline Leukemia Virus
PR04102,P09505,3/22/2023,V1024,Feline Leukemia Virus
PR04103,P06453,10/17/2024,V1002,Ringworm
PR04104,P05434,6/1/2024,V1020,Diabetes Mellitus
PR04105,P05154,12/19/2023,V1016,Heartworm Disease
PR04106,P07314,12/16/2024,V1030,Rabies
PR04107,P00901,10/29/2023,V1024,Foreign Body Ingestion
PR04108,P06400,8/16/2024,V1008,Parvovirus
PR04109,P00087,5/21/2023,V1045,Kidney Disease
PR04110,P09068,7/11/2024,V1005,Ear Infections
PR04111,P00711,4/30/2023,V1021,Obesity
PR04112,P08364,9/16/2024,V1022,Allergies
PR04113,P05950,5/28/2024,V1032,Pyometra
PR04114,P02211,10/19/2023,V1043,Rabies
PR04115,P04250,5/27/2024,V1000,Feline Upper Respiratory Infection
PR04116,P09050,9/19/2023,V1023,Arthritis
PR04117,P02321,12/10/2023,V1010,Pancreatitis
PR04118,P04433,1/27/2024,V1023,Allergies
PR04119,P08952,10/30/2023,V1005,Heat Stroke
PR04120,P04109,12/18/2023,V1048,Feline Immunodeficiency Virus
PR04121,P07136,1/13/2024,V1042,Kennel Cough
PR04122,P09109,3/28/2023,V1020,Kidney Disease
PR04123,P05319,1/25/2024,V1029,Diabetes Mellitus
PR04124,P05282,7/30/2023,V1015,Ringworm
PR04125,P00135,2/27/2024,V1049,Rabies
PR04126,P05159,2/16/2024,V1048,Foreign Body Ingestion
PR04127,P07125,10/2/2023,V1038,Parvovirus
PR04128,P06654,1/19/2024,V1022,Pancreatitis
PR04129,P03651,6/19/2024,V1036,Hyperthyroidism
PR04130,P03496,7/10/2023,V1036,Rabies
PR04131,P01325,8/4/2024,V1018,Heat Stroke
PR04132,P01396,1/13/2024,V1049,Kidney Disease
PR04133,P01359,1/21/2024,V1044,Kidney Disease
PR04134,P09197,6/9/2023,V1019,Diabetes Mellitus
PR04135,P05195,4/25/2023,V1046,Ringworm
PR04136,P09734,6/16/2024,V1014,Gastroenteritis
PR04137,P00678,11/23/2023,V1026,Hypothyroidism
PR04138,P02109,3/15/2023,V1016,Rabies
PR04139,P01231,5/30/2024,V1015,Gastroenteritis
PR04140,P00558,7/2/2023,V1024,Pancreatitis
PR04141,P06446,10/2/2024,V1035,Bloat
PR04142,P03465,7/19/2024,V1048,Lyme Disease
PR04143,P05880,1/11/2024,V1031,Lyme Disease
PR04144,P04532,7/3/2024,V1045,Feline Leukemia Virus
PR04145,P06348,10/2/2024,V1015,Feline Upper Respiratory Infection
PR04146,P09643,3/14/2024,V1019,Gastroenteritis
PR04147,P08569,11/19/2024,V1009,Cancer
PR04148,P08312,10/5/2024,V1037,Distemper
PR04149,P08841,1/31/2025,V1003,Rabies
PR04150,P02474,1/19/2024,V1048,Lyme Disease
PR04151,P03329,3/23/2024,V1041,Ear Infections
PR04152,P09378,6/20/2024,V1041,Parvovirus
PR04153,P04357,6/15/2024,V1007,Hip Dysplasia
PR04154,P07164,1/30/2025,V1026,Kidney Disease
PR04155,P01127,1/6/2025,V1035,Heartworm Disease
PR04156,P09702,2/4/2024,V1003,Feline Immunodeficiency Virus
PR04157,P05042,10/12/2023,V1018,Parvovirus
PR04158,P06236,7/19/2023,V1047,Cushing’s Disease
PR04159,P08144,9/26/2024,V1048,Foreign Body Ingestion
PR04160,P08601,6/2/2023,V1039,Lyme Disease
PR04161,P04280,5/14/2024,V1027,Ringworm
PR04162,P03623,11/28/2024,V1016,Lyme Disease
PR04163,P01606,12/24/2024,V1041,Leptospirosis
PR04164,P03305,5/7/2024,V1008,Heartworm Disease
PR04165,P06994,12/18/2023,V1011,Bloat
PR04166,P00036,2/10/2025,V1010,Cushing’s Disease
PR04167,P00234,10/3/2023,V1031,Foreign Body Ingestion
PR04168,P00618,2/6/2024,V1026,Kennel Cough
PR04169,P03467,6/4/2024,V1033,Foreign Body Ingestion
PR04170,P05780,6/18/2024,V1023,Leptospirosis
PR04171,P05557,11/17/2024,V1044,Heartworm Disease
PR04172,P06883,11/19/2023,V1034,Ear Infections
PR04173,P06250,12/10/2023,V1035,Heartworm Disease
PR04174,P00489,11/25/2024,V1024,Feline Leukemia Virus
PR04175,P01208,10/29/2024,V1010,Cushing’s Disease
PR04176,P02476,1/19/2024,V1002,Heat Stroke
PR04177,P09299,8/11/2024,V1029,Cancer
PR04178,P01695,11/6/2024,V1039,Hypothyroidism
PR04179,P08514,5/26/2024,V1044,Parvovirus
PR04180,P02779,5/27/2023,V1035,Allergies
PR04181,P03393,12/4/2023,V1034,Cancer
PR04182,P05696,9/15/2024,V1031,Arthritis
PR04183,P04313,1/3/2025,V1045,Lyme Disease
PR04184,P03370,3/28/2023,V1030,Hypothyroidism
PR04185,P02779,2/17/2025,V1014,Obesity
PR04186,P02403,3/22/2024,V1017,Ringworm
PR04187,P08656,8/10/2023,V1011,Feline Leukemia Virus
PR04188,P05949,7/7/2024,V1014,Foreign Body Ingestion
PR04189,P00669,3/12/2024,V1003,Heartworm Disease
PR04190,P06615,7/20/2023,V1007,Feline Upper Respiratory Infection
PR04191,P00290,8/1/2023,V1011,Arthritis
PR04192,P04001,7/14/2024,V1031,Bloat
PR04193,P03122,9/6/2024,V1039,Feline Leukemia Virus
PR04194,P04287,4/3/2023,V1000,Distemper
PR04195,P06371,10/21/2024,V1007,Bloat
PR04196,P03616,10/6/2023,V1007,Rabies
PR04197,P08165,2/8/2024,V1029,Rabies
PR04198,P07691,3/2/2023,V1048,Obesity
PR04199,P07789,7/30/2024,V1043,Distemper
PR04200,P03522,12/8/2024,V1021,Heartworm Disease
PR04201,P02522,2/15/2025,V1014,Foreign Body Ingestion
PR04202,P09354,6/24/2023,V1016,Heartworm Disease
PR04203,P07645,2/28/2023,V1016,Hip Dysplasia
PR04204,P02928,10/5/2024,V1008,Dental Disease
PR04205,P05169,11/10/2024,V1018,Parvovirus
PR04206,P02295,8/15/2023,V1000,Feline Immunodeficiency Virus
PR04207,P00907,8/19/2024,V1031,Parvovirus
PR04208,P08769,12/12/2024,V1006,Gastroenteritis
PR04209,P02365,1/9/2025,V1038,Feline Upper Respiratory Infection
PR04210,P07833,6/22/2024,V1023,Hyperthyroidism
PR04211,P03064,9/8/2024,V1004,Foreign Body Ingestion
PR04212,P05987,1/3/2025,V1023,Pancreatitis
PR04213,P02718,2/25/2025,V1039,Foreign Body Ingestion
PR04214,P03338,8/21/2023,V1007,Lyme Disease
PR04215,P00738,9/12/2023,V1040,Kidney Disease
PR04216,P08565,1/25/2025,V1028,Ear Infections
PR04217,P03027,8/5/2023,V1039,Ear Infections
PR04218,P01502,9/20/2024,V1046,Leptospirosis
PR04219,P01505,3/23/2023,V1047,Dental Disease
PR04220,P08439,6/23/2024,V1006,Foreign Body Ingestion
PR04221,P04801,5/16/2024,V1010,Heat Stroke
PR04222,P00272,11/6/2024,V1015,Parvovirus
PR04223,P06962,11/14/2023,V1046,Kennel Cough
PR04224,P07973,6/24/2024,V1039,Distemper
PR04225,P08314,4/25/2024,V1016,Gastroenteritis
PR04226,P05403,5/12/2023,V1024,Obesity
PR04227,P08695,5/23/2023,V1007,Hyperthyroidism
PR04228,P07652,5/26/2024,V1002,Ringworm
PR04229,P07595,6/21/2023,V1034,Pancreatitis
PR04230,P01176,8/4/2023,V1003,Dental Disease
PR04231,P01251,1/26/2025,V1003,Rabies
PR04232,P06524,8/5/2023,V1027,Cancer
PR04233,P09179,10/27/2023,V1022,Leptospirosis
PR04234,P08629,3/20/2023,V1018,Ringworm
PR04235,P03211,9/28/2024,V1001,Rabies
PR04236,P08094,9/9/2024,V1031,Hip Dysplasia
PR04237,P06265,4/23/2023,V1031,Arthritis
PR04238,P09901,8/14/2023,V1015,Addison’s Disease
PR04239,P06984,2/19/2025,V1027,Obesity
PR04240,P03437,12/19/2024,V1018,Allergies
PR04241,P03542,5/19/2024,V1000,Hyperthyroidism
PR04242,P07633,2/2/2025,V1040,Addison’s Disease
PR04243,P06862,12/8/2023,V1019,Bloat
PR04244,P01832,7/15/2024,V1012,Rabies
PR04245,P06186,2/13/2025,V1025,Hyperthyroidism
PR04246,P01683,1/3/2024,V1041,Kennel Cough
PR04247,P08717,1/11/2024,V1017,Hyperthyroidism
PR04248,P06265,3/17/2024,V1023,Foreign Body Ingestion
PR04249,P01489,10/12/2024,V1026,Ear Infections
PR04250,P01829,1/3/2024,V1006,Dental Disease
PR04251,P03196,9/15/2024,V1022,Bloat
PR04252,P03562,5/4/2024,V1045,Hypothyroidism
PR04253,P03990,10/1/2023,V1038,Pyometra
PR04254,P03777,6/9/2023,V1007,Parvovirus
PR04255,P00602,6/7/2023,V1031,Hypothyroidism
PR04256,P08998,4/26/2023,V1007,Hip Dysplasia
PR04257,P03027,9/13/2024,V1013,Pancreatitis
PR04258,P07904,5/29/2024,V1016,Pyometra
PR04259,P03584,1/10/2024,V1007,Leptospirosis
PR04260,P00368,12/7/2024,V1008,Gastroenteritis
PR04261,P00765,5/16/2023,V1018,Dental Disease
PR04262,P08719,10/17/2023,V1022,Obesity
PR04263,P01593,10/19/2023,V1024,Feline Immunodeficiency Virus
PR04264,P06493,1/22/2024,V1028,Hypothyroidism
PR04265,P03837,3/26/2023,V1014,Cushing’s Disease
PR04266,P03988,5/13/2024,V1015,Obesity
PR04267,P00402,8/14/2023,V1012,Diabetes Mellitus
PR04268,P01354,11/26/2023,V1006,Pancreatitis
PR04269,P02536,3/6/2023,V1041,Pancreatitis
PR04270,P05519,5/24/2023,V1022,Hyperthyroidism
PR04271,P02817,8/13/2024,V1033,Gastroenteritis
PR04272,P00599,8/20/2024,V1029,Distemper
PR04273,P08715,9/18/2023,V1017,Ear Infections
PR04274,P07260,6/30/2024,V1010,Arthritis
PR04275,P08612,3/11/2024,V1017,Leptospirosis
PR04276,P02939,9/5/2023,V1045,Leptospirosis
PR04277,P02872,6/13/2024,V1037,Ear Infections
PR04278,P08242,5/1/2024,V1002,Hip Dysplasia
PR04279,P09486,7/26/2024,V1021,Ear Infections
PR04280,P09761,11/11/2023,V1007,Kidney Disease
PR04281,P09858,3/7/2024,V1024,Distemper
PR04282,P01001,4/24/2023,V1024,Feline Immunodeficiency Virus
PR04283,P08384,3/29/2023,V1005,Leptospirosis
PR04284,P02013,2/26/2025,V1002,Lyme Disease
PR04285,P05863,7/1/2024,V1021,Feline Upper Respiratory Infection
PR04286,P04139,3/9/2024,V1017,Obesity
PR04287,P03126,10/17/2023,V1023,Addison’s Disease
PR04288,P09078,10/12/2024,V1001,Ear Infections
PR04289,P00415,9/11/2023,V1029,Hypothyroidism
PR04290,P03404,7/31/2023,V1012,Rabies
PR04291,P07547,1/20/2025,V1002,Dental Disease
PR04292,P03472,2/18/2024,V1040,Feline Immunodeficiency Virus
PR04293,P04267,10/25/2023,V1009,Heartworm Disease
PR04294,P07539,2/12/2024,V1031,Cancer
PR04295,P01900,2/13/2024,V1000,Hip Dysplasia
PR04296,P07814,1/11/2024,V1007,Feline Immunodeficiency Virus
PR04297,P01063,12/15/2024,V1045,Feline Leukemia Virus
PR04298,P01205,12/21/2023,V1015,Parvovirus
PR04299,P09978,2/1/2024,V1008,Ringworm
PR04300,P03209,11/6/2024,V1029,Kennel Cough
PR04301,P02683,10/20/2024,V1035,Distemper
PR04302,P08363,10/15/2024,V1034,Pyometra
PR04303,P06366,8/18/2024,V1010,Distemper
PR04304,P00856,6/10/2023,V1001,Hip Dysplasia
PR04305,P04881,5/17/2024,V1007,Cushing’s Disease
PR04306,P06633,3/24/2024,V1031,Foreign Body Ingestion
PR04307,P06336,1/25/2024,V1008,Diabetes Mellitus
PR04308,P01701,1/22/2024,V1015,Diabetes Mellitus
PR04309,P01546,6/10/2023,V1034,Cancer
PR04310,P06293,9/2/2024,V1021,Parvovirus
PR04311,P00265,3/8/2023,V1029,Kennel Cough
PR04312,P00971,12/17/2024,V1020,Heat Stroke
PR04313,P05618,10/8/2023,V1039,Pancreatitis
PR04314,P07634,1/4/2025,V1038,Bloat
PR04315,P09214,8/21/2024,V1000,Arthritis
PR04316,P04679,11/7/2023,V1029,Feline Upper Respiratory Infection
PR04317,P01395,4/25/2024,V1013,Feline Leukemia Virus
PR04318,P04817,4/11/2024,V1001,Diabetes Mellitus
PR04319,P06110,4/24/2024,V1011,Diabetes Mellitus
PR04320,P02962,9/20/2024,V1011,Rabies
PR04321,P04673,12/23/2023,V1007,Kidney Disease
PR04322,P09390,5/22/2024,V1006,Arthritis
PR04323,P07658,5/2/2024,V1023,Feline Immunodeficiency Virus
PR04324,P02188,1/8/2024,V1033,Bloat
PR04325,P05619,9/30/2024,V1036,Hypothyroidism
PR04326,P09700,3/22/2023,V1039,Addison’s Disease
PR04327,P01809,8/12/2024,V1042,Kennel Cough
PR04328,P05483,5/13/2024,V1039,Kennel Cough
PR04329,P01917,2/24/2024,V1013,Pancreatitis
PR04330,P00229,1/8/2025,V1008,Bloat
PR04331,P00723,5/15/2024,V1032,Ringworm
PR04332,P01893,1/18/2025,V1028,Rabies
PR04333,P01969,6/19/2024,V1034,Gastroenteritis
PR04334,P07010,11/13/2023,V1013,Kennel Cough
PR04335,P09242,10/6/2023,V1007,Rabies
PR04336,P08281,11/5/2023,V1041,Heat Stroke
PR04337,P00836,12/25/2024,V1004,Bloat
PR04338,P02385,2/3/2025,V1049,Leptospirosis
PR04339,P05589,11/29/2024,V1026,Ringworm
PR04340,P06488,11/11/2023,V1034,Heartworm Disease
PR04341,P08099,7/23/2024,V1040,Kidney Disease
PR04342,P03218,12/19/2024,V1007,Ear Infections
PR04343,P01290,2/22/2025,V1026,Ear Infections
PR04344,P06000,8/26/2024,V1011,Cushing’s Disease
PR04345,P09188,11/12/2024,V1026,Arthritis
PR04346,P01141,1/28/2024,V1043,Rabies
PR04347,P07585,9/23/2024,V1002,Parvovirus
PR04348,P03835,3/3/2023,V1013,Kidney Disease
PR04349,P04276,10/3/2023,V1035,Hypothyroidism
PR04350,P05252,10/3/2023,V1003,Feline Leukemia Virus
PR04351,P04254,3/31/2023,V1044,Pyometra
PR04352,P08386,11/19/2024,V1013,Allergies
PR04353,P03981,1/28/2025,V1039,Hypothyroidism
PR04354,P01859,11/23/2023,V1033,Arthritis
PR04355,P04567,7/29/2023,V1010,Heat Stroke
PR04356,P05226,12/13/2024,V1012,Ear Infections
PR04357,P09290,1/8/2024,V1049,Feline Upper Respiratory Infection
PR04358,P06026,5/31/2023,V1040,Arthritis
PR04359,P04883,3/9/2023,V1020,Hyperthyroidism
PR04360,P06169,8/22/2024,V1024,Arthritis
PR04361,P06552,4/11/2023,V1005,Addison’s Disease
PR04362,P03353,8/19/2024,V1035,Diabetes Mellitus
PR04363,P09816,7/28/2024,V1018,Feline Immunodeficiency Virus
PR04364,P01424,8/5/2024,V1000,Hyperthyroidism
PR04365,P09805,6/12/2023,V1016,Parvovirus
PR04366,P00088,3/3/2024,V1006,Ringworm
PR04367,P07622,5/9/2024,V1021,Parvovirus
PR04368,P01343,12/5/2023,V1030,Foreign Body Ingestion
PR04369,P04905,12/4/2023,V1018,Parvovirus
PR04370,P06960,5/6/2024,V1033,Feline Upper Respiratory Infection
PR04371,P03920,5/11/2023,V1025,Hip Dysplasia
PR04372,P00333,7/28/2024,V1025,Gastroenteritis
PR04373,P06627,6/20/2024,V1037,Hyperthyroidism
PR04374,P04877,8/5/2023,V1026,Parvovirus
PR04375,P07527,2/20/2025,V1002,Feline Leukemia Virus
PR04376,P04380,7/21/2023,V1025,Obesity
PR04377,P05293,6/30/2024,V1007,Addison’s Disease
PR04378,P06759,5/7/2024,V1041,Obesity
PR04379,P04080,2/1/2024,V1010,Parvovirus
PR04380,P00812,1/8/2025,V1018,Rabies
PR04381,P04854,6/20/2024,V1031,Bloat
PR04382,P07143,7/31/2023,V1027,Lyme Disease
PR04383,P09265,4/2/2023,V1028,Feline Upper Respiratory Infection
PR04384,P00881,2/19/2025,V1018,Ringworm
PR04385,P03052,9/12/2024,V1010,Pancreatitis
PR04386,P00710,9/14/2023,V1048,Ringworm
PR04387,P06085,9/9/2023,V1032,Hypothyroidism
PR04388,P09966,6/17/2023,V1012,Ear Infections
PR04389,P05810,3/8/2024,V1006,Heat Stroke
PR04390,P06627,5/8/2024,V1049,Cushing’s Disease
PR04391,P01173,6/11/2023,V1049,Foreign Body Ingestion
PR04392,P06347,1/30/2025,V1045,Gastroenteritis
PR04393,P06277,3/27/2024,V1046,Heartworm Disease
PR04394,P07670,3/4/2023,V1027,Dental Disease
PR04395,P08302,6/14/2023,V1008,Dental Disease
PR04396,P02402,1/25/2025,V1012,Dental Disease
PR04397,P00307,8/16/2024,V1003,Obesity
PR04398,P07076,8/25/2023,V1037,Lyme Disease
PR04399,P09294,1/13/2025,V1018,Hyperthyroidism
PR04400,P04929,12/23/2023,V1024,Heartworm Disease
PR04401,P02193,8/3/2024,V1016,Addison’s Disease
PR04402,P05554,10/5/2023,V1023,Cushing’s Disease
PR04403,P01315,4/20/2023,V1021,Diabetes Mellitus
PR04404,P06691,8/30/2023,V1010,Hyperthyroidism
PR04405,P03002,10/29/2023,V1036,Parvovirus
PR04406,P04617,4/4/2023,V1008,Hypothyroidism
PR04407,P02761,10/25/2023,V1011,Obesity
PR04408,P05638,11/30/2023,V1005,Hypothyroidism
PR04409,P09400,10/20/2024,V1001,Bloat
PR04410,P01649,6/10/2023,V1042,Cushing’s Disease
PR04411,P03791,4/2/2023,V1027,Hyperthyroidism
PR04412,P02478,5/12/2024,V1000,Hypothyroidism
PR04413,P08268,6/2/2024,V1046,Arthritis
PR04414,P09920,9/13/2024,V1049,Lyme Disease
PR04415,P04718,10/19/2024,V1022,Arthritis
PR04416,P04121,9/17/2024,V1025,Foreign Body Ingestion
PR04417,P02064,2/9/2025,V1001,Cancer
PR04418,P05324,4/7/2023,V1045,Addison’s Disease
PR04419,P03409,11/9/2024,V1017,Rabies
PR04420,P02950,3/2/2023,V1033,Cushing’s Disease
PR04421,P00805,12/9/2024,V1043,Foreign Body Ingestion
PR04422,P03659,5/14/2023,V1040,Pyometra
PR04423,P01177,7/30/2024,V1018,Heartworm Disease
PR04424,P04698,12/4/2024,V1000,Addison’s Disease
PR04425,P01367,6/16/2023,V1045,Distemper
PR04426,P02610,12/2/2024,V1041,Parvovirus
PR04427,P09460,8/11/2023,V1021,Heartworm Disease
PR04428,P01899,12/7/2024,V1039,Ear Infections
PR04429,P06025,12/14/2024,V1035,Feline Upper Respiratory Infection
PR04430,P00923,8/2/2024,V1008,Hypothyroidism
PR04431,P02361,7/3/2024,V1029,Feline Leukemia Virus
PR04432,P07999,10/13/2023,V1009,Parvovirus
PR04433,P05152,1/13/2024,V1016,Foreign Body Ingestion
PR04434,P05903,8/24/2024,V1019,Feline Upper Respiratory Infection
PR04435,P02038,5/8/2024,V1015,Gastroenteritis
PR04436,P06582,2/5/2024,V1035,Feline Leukemia Virus
PR04437,P02785,2/1/2025,V1014,Distemper
PR04438,P07362,10/25/2024,V1010,Allergies
PR04439,P06134,9/24/2023,V1023,Pyometra
PR04440,P01199,8/19/2023,V1020,Addison’s Disease
PR04441,P02832,2/14/2025,V1008,Cushing’s Disease
PR04442,P05343,3/12/2023,V1025,Foreign Body Ingestion
PR04443,P00772,10/5/2023,V1024,Arthritis
PR04444,P02348,10/21/2024,V1035,Ear Infections
PR04445,P01893,9/10/2023,V1031,Dental Disease
PR04446,P02790,3/26/2024,V1034,Pyometra
PR04447,P03840,11/16/2024,V1033,Lyme Disease
PR04448,P08440,7/16/2024,V1021,Hyperthyroidism
PR04449,P09128,8/13/2023,V1008,Rabies
PR04450,P02421,3/2/2024,V1043,Heartworm Disease
PR04451,P00873,9/8/2024,V1044,Distemper
PR04452,P04109,7/23/2024,V1031,Kennel Cough
PR04453,P03252,12/4/2024,V1011,Bloat
PR04454,P05656,11/11/2023,V1048,Feline Immunodeficiency Virus
PR04455,P06501,7/20/2023,V1029,Cancer
PR04456,P08577,11/1/2024,V1021,Leptospirosis
PR04457,P09033,12/15/2024,V1010,Heat Stroke
PR04458,P08271,9/5/2024,V1025,Pancreatitis
PR04459,P05067,10/11/2024,V1032,Ringworm
PR04460,P02773,2/8/2025,V1021,Cushing’s Disease
PR04461,P06401,3/15/2024,V1012,Addison’s Disease
PR04462,P00599,3/14/2023,V1011,Obesity
PR04463,P08012,12/30/2024,V1037,Allergies
PR04464,P02521,4/28/2023,V1032,Diabetes Mellitus
PR04465,P02589,6/17/2023,V1015,Hypothyroidism
PR04466,P06049,12/10/2023,V1025,Lyme Disease
PR04467,P08491,2/7/2024,V1006,Leptospirosis
PR04468,P01702,4/29/2023,V1043,Obesity
PR04469,P06154,8/15/2023,V1022,Distemper
PR04470,P07517,5/31/2024,V1020,Cushing’s Disease
PR04471,P02134,11/13/2024,V1002,Ear Infections
PR04472,P02748,2/16/2024,V1023,Hypothyroidism
PR04473,P05429,1/9/2025,V1041,Hypothyroidism
PR04474,P02833,7/21/2024,V1012,Arthritis
PR04475,P08776,12/11/2024,V1041,Feline Leukemia Virus
PR04476,P06999,12/28/2023,V1032,Hyperthyroidism
PR04477,P00317,7/3/2023,V1013,Heartworm Disease
PR04478,P05732,1/15/2025,V1039,Allergies
PR04479,P08532,10/27/2024,V1032,Bloat
PR04480,P09954,3/29/2023,V1034,Ear Infections
PR04481,P02032,2/5/2025,V1035,Kennel Cough
PR04482,P07019,12/31/2024,V1005,Cancer
PR04483,P06047,2/20/2024,V1048,Lyme Disease
PR04484,P09180,8/2/2024,V1028,Kennel Cough
PR04485,P08758,6/25/2024,V1037,Lyme Disease
PR04486,P02483,9/27/2024,V1045,Feline Immunodeficiency Virus
